          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
10043-bus -0.4545915432  -0.483697384 -0.3799532822  0.6707806  -1.36110243 -0.051591468          -0.54579893            0.31316580
11407-bus -0.3475371643   0.132750107 -0.3799277991  0.6707806  -1.36110243  0.128412338          -0.05418444            0.07587408
4129-bus   0.1647945063  -3.660772914 -0.3798644467 -1.7382364  -1.09595771 -4.096382873          -1.52902790            2.09285372
11660-bus  0.1800879890  -0.151764120 -0.3798403850 -0.7746296   0.89262771  0.033116206          -0.54579893            1.23267123
11586-bus -0.2366594147   0.606940485 -0.3798341919  0.1889772  -1.09595771  0.234296930           0.43743005           -0.04277178
12406-bus -0.2366594147   0.417264334 -0.3798172370 -0.7746296   1.15777243  0.223708471          -0.29999168            0.19451994
10082-bus -0.6266432236   0.606940485 -0.3798012974  0.1889772   0.36233826  0.244885389           1.17485179            1.64793174
10689-bus -0.4698850259   0.512102409 -0.3797380465  0.1889772  -0.76452681  0.308416144          -0.79160617            0.28350434
5136-bus   1.4035666054   0.654359522 -0.3797272848 -0.2928262  -1.55996098  0.255473848           0.43743005           -0.54701669
12080-bus  0.2450852905   0.227588183 -0.3797214978  1.1525840  -0.23423736  0.266062307           0.68323730            2.09285372
7140-bus   0.0271531620   0.275007220 -0.3797132741  1.1525840  -0.69824063  0.435477654           0.43743005            0.75808778
3583-bus   0.2221450665   0.275007220 -0.3796907353 -0.7746296  -1.22853007 -0.125710682           0.68323730           -0.33938644
12772-bus  0.1992048424   0.275007220 -0.3796772323  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
10882-bus  0.1762646184   0.132750107 -0.3796557087 -0.7746296  -0.16795118  0.255473848           0.43743005            0.69876485
7082-bus   0.0539167567   0.227588183 -0.3796110372  1.1525840  -0.69824063  0.477831491           0.19162281            0.84707218
4489-bus   0.0462700154   0.606940485 -0.3795702236  1.1525840  -0.63195445  0.657835297          -0.79160617            2.09285372
11625-bus -0.1104881823   0.180169145 -0.3794083908  0.1889772  -0.96338535  0.287239226           0.43743005            0.49113459
11207-bus -0.2213659320   0.369845296 -0.3793949893  1.1525840  -1.22853007  0.266062307          -0.54579893            0.69876485
5056-bus  -0.2557762680   0.512102409 -0.3792946814  0.6707806  -1.16224389  0.456654573          -1.03741341            0.49113459
4126-bus  -0.0187272861  -1.100144875 -0.3791948811 -1.2564330  -1.16224389 -1.279852732          -1.52902790           -0.04277178
11981-bus -0.2481295267   0.606940485 -0.3791865559  0.6707806   1.02520007 -0.115122223           1.66646627            1.58860881
11499-bus -0.0416675102  -0.863049686 -0.3791836116  1.6343874  -1.69253334 -0.962198957          -0.54579893            1.79623907
4458-bus  -0.0531376222   0.796616636 -0.3789742645  1.1525840  -0.69824063  0.774308348          -0.79160617            2.09285372
12350-bus -0.2672463801   0.464683371 -0.3789390349 -0.7746296   1.22405861  0.403712277          -0.29999168           -0.28006351
9274-bus  -0.2366594147   0.938873749 -0.3789151762 -0.7746296   0.29605208 -0.221006815          -0.05418444            0.69876485
5913-bus  -0.4354746898  -1.716592366 -0.3787131390  0.6707806  -0.49938209 -0.189241437          -0.29999168            1.35131709
11255-bus -0.2137191906   0.085331069 -0.3786903971  1.1525840  -1.36110243  0.170766175          -1.03741341            0.72842632
4750-bus  -0.1716621132   0.037912032 -0.3786820719  1.1525840  -1.29481625  0.382535358          -1.77483515            2.09285372
5544-bus  -0.1028414410   0.606940485 -0.3786364866 -0.2928262  -0.36680973  0.403712277           0.92904454           -0.54701669
6893-bus  -0.3590072763   0.512102409 -0.3785990234  0.1889772  -0.43309591  0.668423756          -1.28322066            1.55894735
6423-bus  -0.0607843636   0.512102409 -0.3785950639  0.1889772  -0.30052354  0.488419950           0.92904454           -0.72498549
4799-bus  -0.0837245876   0.037912032 -0.3785733373  1.1525840  -1.16224389  0.446066113          -1.77483515            2.09285372
3431-bus   0.1992048424   0.701778560 -0.3785070407 -0.7746296   0.09719354 -0.072768386          -0.05418444            0.87673364
12353-bus -0.2940099748   0.369845296 -0.3784872430 -0.7746296   1.09148625  0.255473848          -0.29999168            0.13519701
10094-bus -0.7413443439   0.464683371 -0.3784507951  0.6707806   0.62748298  0.181354634           1.17485179            1.70725467
3416-bus   0.3597864108   0.654359522 -0.3783529238 -0.7746296  -0.03537882 -0.136299141           0.19162281            0.84707218
6169-bus   0.6235989875   0.037912032 -0.3783383040 -0.2928262   0.03090736  0.350769981          -1.77483515            0.69876485
11267-bus -0.2672463801  -0.483697384 -0.3783276438  1.6343874  -1.16224389  0.170766175          -0.29999168            0.58011899
5038-bus  -0.1984257079  -0.104345082 -0.3783067293  0.6707806  -1.22853007  0.393123817          -1.03741341            0.49113459
4123-bus  -0.0493142515  -1.100144875 -0.3783036836 -1.2564330  -1.16224389 -1.290441191          -1.52902790           -0.04277178
4971-bus   0.4094902296  -2.380458894 -0.3782085535 -0.2928262  -1.49367480 -0.761018233          -0.05418444           -1.02160014
5535-bus   0.0845037221  -0.104345082 -0.3781277386 -0.2928262  -0.69824063 -0.168064519          -0.29999168           -0.13175618
10374-bus -0.6534068184   0.369845296 -0.3780594114  0.1889772   0.29605208  0.266062307           1.17485179            1.46996295
4697-bus  -0.4469448018  -0.056926044 -0.3780125062 -0.2928262  -1.09595771 -0.104533764          -0.54579893            0.63944192
10124-bus -0.5654692928   0.749197598 -0.3780111864  0.1889772   0.89262771  0.456654573           1.66646627            1.55894735
11423-bus -0.5769394048   0.037912032 -0.3779484432 -0.2928262  -0.10166500  0.086058501           0.19162281           -0.87329281
10130-bus -0.6075263702   0.749197598 -0.3778970709  0.1889772   0.89262771  0.446066113           1.42065903            1.58860881
3403-bus   0.4018434883   0.606940485 -0.3778796084 -0.7746296  -0.03537882 -0.168064519           0.19162281            0.96571804
10356-bus -0.5348823274   0.512102409 -0.3778560543  0.1889772   0.29605208  0.403712277           1.17485179            1.41064002
10147-bus -0.4698850259   0.654359522 -0.3778066110  0.1889772   0.89262771  0.308416144           1.66646627            1.49962442
4944-bus   0.1380309116  -0.246602195 -0.3777958492 -0.2928262  -0.83081299 -0.199829896          -0.05418444           -1.34787626
4447-bus  -0.1066648117   0.844035673 -0.3777887424  1.1525840  -0.76452681  0.753131429          -0.79160617            2.09285372
10205-bus -0.7451677146  -1.574335252 -0.3777264053 -0.2928262  -0.63195445 -0.761018233           1.17485179           -1.58516798
4708-bus  -0.2213659320   0.275007220 -0.3776706673  1.1525840  -1.29481625  0.446066113          -1.52902790            2.09285372
2926-bus  -0.3284203109   0.227588183 -0.3776686368 -0.7746296   1.22405861  0.371946899          -0.29999168           -0.19107911
10153-bus -0.3513605349   0.796616636 -0.3775907662  0.1889772   0.89262771  0.011939287           1.66646627            1.46996295
5077-bus  -0.2098958199   0.606940485 -0.3775394954  0.6707806  -1.22853007  0.446066113          -1.03741341            0.43181166
10871-bus -0.2481295267   0.464683371 -0.3775384801 -0.7746296  -0.36680973  0.022527746           0.68323730            0.13519701
4696-bus  -0.3437137936  -0.009507006 -0.3774795949  1.1525840  -1.16224389  0.477831491          -1.77483515            2.09285372
5023-bus  -0.2901866041   0.464683371 -0.3773839572  0.6707806  -1.09595771  0.435477654          -1.03741341            0.49113459
9986-bus  -0.6648769304   0.891454711 -0.3773272040  0.1889772   0.82634153  0.371946899           1.17485179            2.06319226
10133-bus  0.1571477650  -0.625954497 -0.3773080155 -1.2564330   1.35663097 -0.284537570          -0.79160617            0.34282727
8769-bus   0.4056668589   0.464683371 -0.3773041575 -0.7746296   1.22405861  0.276650767          -0.79160617            0.81741071
4813-bus  -0.1181349237   0.037912032 -0.3772971522  1.6343874  -1.09595771  0.467243032          -2.02064239            2.09285372
10040-bus -0.2901866041   1.033711825 -0.3772920759  0.1889772   0.89262771 -0.125710682           1.66646627            1.76657760
6913-bus  -0.0837245876  -1.052725837 -0.3772778622 -0.7746296   0.56119680 -1.025729712          -0.29999168            0.55045752
11278-bus -0.1219582944  -0.104345082 -0.3772120732  1.6343874  -1.42738861  0.160177716          -0.79160617            0.40215020
12111-bus -0.4278279485   0.701778560 -0.3771302431 -0.7746296  -1.62624716 -0.072768386           0.19162281           -0.13175618
4685-bus  -0.3513605349   0.180169145 -0.3771296339 -0.2928262  -1.09595771  0.043704665          -0.54579893            0.81741071
11235-bus -0.4316513191   0.417264334 -0.3771257759 -0.2928262  -0.76452681  0.393123817           0.19162281            1.49962442
6228-bus   0.6274223582  -0.957887762 -0.3770923738  0.1889772  -0.10166500  0.064881583          -1.28322066            0.58011899
12102-bus -0.3704773883   0.749197598 -0.3770649617 -0.2928262  -1.82510570  0.128412338          -0.05418444            0.04621261
4135-bus   0.4094902296  -2.996906385 -0.3769873956 -0.7746296  -0.16795118 -2.444583241           0.19162281            1.55894735
4993-bus   0.0195064206   0.938873749 -0.3768218063  0.1889772  -0.69824063  0.064881583          -0.54579893            0.90639511
5556-bus  -0.0760778463   0.322426258 -0.3767087060 -0.2928262  -0.30052354  0.403712277           0.92904454           -0.48769376
10114-bus -0.7834014213   0.512102409 -0.3766823092  0.6707806   0.76005534  0.202531552           1.17485179            1.85556200
10616-bus -0.2443061560   0.844035673 -0.3766340842 -0.7746296  -0.16795118  0.308416144           0.92904454            0.22418141
6632-bus   0.4553706777  -3.660772914 -0.3764079853 -1.2564330  -0.83081299 -4.625805831          -0.54579893            0.19451994
11476-bus  0.6083055048  -3.660772914 -0.3763685931  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
4141-bus   0.6580093236   0.559521447 -0.3762701126 -0.7746296  -0.03537882 -0.168064519          -0.29999168            0.13519701
12148-bus -0.0531376222   0.464683371 -0.3762103136  0.6707806  -0.30052354 -0.051591468          -0.29999168            2.09285372
4490-bus  -0.1181349237  -0.388859308 -0.3761828000  0.1889772  -0.03537882 -0.305714488          -1.28322066           -0.96227721
10085-bus  0.4630174191   0.369845296 -0.3761454383 -0.7746296  -0.03537882  0.276650767          -0.05418444            0.63944192
3794-bus  -0.1296050357  -0.199183157 -0.3761297018 -1.2564330  -0.56566827 -0.083356845           0.19162281           -0.10209471
4657-bus  -0.2290126733  -0.104345082 -0.3761003607  0.6707806  -0.69824063  0.234296930          -1.28322066            2.09285372
10469-bus -0.5501758101   0.227588183 -0.3760683799  0.6707806  -0.83081299  0.223708471          -1.28322066            0.49113459
3404-bus   0.4477239364   0.464683371 -0.3759588331 -0.7746296   0.03090736 -0.189241437          -0.05418444            1.08436390
10974-bus -0.6687003011   0.322426258 -0.3759364973 -0.7746296   1.82063423  0.668423756          -1.28322066           -0.54701669
11271-bus -0.6189964823   0.606940485 -0.3759364973 -0.7746296   1.82063423  0.551950705          -0.05418444           -0.13175618
10707-bus -0.6572301890   0.938873749 -0.3759364973  1.1525840   1.55548951  0.668423756           0.92904454           -0.42837083
11079-bus -0.3743007590   0.891454711 -0.3759364973  2.5979942   1.55548951  0.594304542          -0.54579893            0.52079606
10956-bus -0.4622382845   0.891454711 -0.3759364973  2.1161908   1.55548951  0.626069919          -0.29999168            0.52079606
10848-bus -0.5654692928   0.891454711 -0.3759364973  1.6343874   1.48920333  0.647246838           0.19162281            0.13519701
10716-bus -0.5654692928   0.749197598 -0.3759364973 -0.7746296   1.48920333  0.700189134           0.43743005           -0.63600109
10503-bus -0.6572301890   0.606940485 -0.3759364973 -0.2928262   1.48920333  0.827250644           0.43743005           -0.87329281
11286-bus -0.2748931214   0.891454711 -0.3759364973  3.0797976   1.48920333  0.689600674          -0.05418444           -0.19107911
8052-bus  -0.2787164921  -0.388859308 -0.3759364973  0.1889772   1.48920333  0.043704665          -0.29999168            0.69876485
10141-bus -0.6763470424   0.891454711 -0.3759364973  0.6707806   1.48920333  1.060196745           0.68323730           -1.40719919
9703-bus  -0.4584149139   0.654359522 -0.3759364973  0.1889772   1.48920333  0.446066113          -0.05418444            0.01655115
10494-bus -0.5884095169   0.512102409 -0.3759364973 -0.2928262   1.48920333  0.784896807           0.43743005           -0.72498549
10317-bus -0.5348823274   0.512102409 -0.3759364973  0.1889772   1.48920333  0.837839103           0.43743005           -0.99193867
11549-bus -0.4354746898   0.749197598 -0.3759364973  2.5979942   1.48920333  0.922546776           0.43743005           -0.87329281
10254-bus -0.6419367063   0.654359522 -0.3759364973  1.1525840   1.48920333  0.996665990           0.43743005           -1.25889186
11405-bus -0.3666540176   0.844035673 -0.3759364973  3.0797976   1.48920333  0.816662184           0.19162281           -0.54701669
10201-bus -0.7872247920   0.891454711 -0.3759364973  0.6707806   1.42291715  1.028431368           0.43743005           -1.28855333
10563-bus -0.7681079386   0.938873749 -0.3759364973  1.1525840   1.42291715  0.731954511           1.42065903           -0.72498549
10231-bus -0.7145807492   0.701778560 -0.3759364973  0.6707806   1.42291715  1.007254450           0.19162281           -1.22923040
10245-bus -0.6342899650   0.749197598 -0.3759364973  1.1525840   1.42291715  1.007254450           0.19162281           -1.16990747
11301-bus -0.3093034575   0.938873749 -0.3759364973  2.5979942   1.42291715  0.689600674          -0.05418444           -0.13175618
10102-bus -0.5998796289   0.986292787 -0.3759364973  1.1525840   1.42291715  0.668423756           0.92904454           -0.75464695
10269-bus -0.7528144559   0.986292787 -0.3759364973  0.6707806   1.42291715  0.700189134           1.42065903           -0.93261574
10162-bus -0.6916405251   0.986292787 -0.3759364973  0.6707806   1.42291715  0.689600674           1.17485179           -0.90295428
10851-bus -0.5692926635   0.891454711 -0.3759364973  1.6343874   1.35663097  0.700189134          -0.05418444            0.37248873
10028-bus -0.6916405251   0.749197598 -0.3759364973  1.1525840   1.35663097  1.007254450           0.43743005           -1.31821479
9694-bus  -0.4966486206   0.654359522 -0.3759364973  0.1889772   1.35663097  0.509596868           0.19162281           -0.28006351
9989-bus  -0.5042953620   0.796616636 -0.3759364973  1.1525840   1.35663097  0.975489072           0.68323730           -1.31821479
9920-bus  -0.4775317673   0.844035673 -0.3759364973  1.1525840   1.29034479  0.975489072           0.68323730           -1.28855333
10099-bus -0.4354746898   0.654359522 -0.3759364973  0.1889772   1.29034479  0.763719889           0.19162281           -1.16990747
10758-bus -0.5731160342   0.180169145 -0.3759364973  2.5979942   1.29034479  0.456654573          -0.29999168           -0.72498549
9591-bus  -0.4048877244   0.654359522 -0.3759364973  1.6343874   1.29034479  0.615481460           0.19162281           -0.60633962
9637-bus  -0.4851785086   0.654359522 -0.3759364973  0.6707806   1.29034479  0.594304542           0.43743005           -0.72498549
10216-bus -0.5884095169  -0.388859308 -0.3759364973  1.1525840   1.29034479  0.509596868           1.42065903           -1.34787626
9619-bus  -0.4469448018   0.654359522 -0.3759364973  1.6343874   1.29034479  0.615481460           0.43743005           -0.72498549
10395-bus -0.4928252500   0.938873749 -0.3759364973  1.6343874   1.29034479  0.753131429           0.92904454           -0.60633962
11894-bus -0.2557762680   0.559521447 -0.3759364973  1.1525840   1.22405861  1.144904419           1.66646627           -1.58516798
9480-bus  -0.4431214312   0.417264334 -0.3759364973  1.1525840   1.22405861  0.573127623           0.19162281           -0.42837083
9486-bus  -0.5387056981   0.512102409 -0.3759364973  0.6707806   1.22405861  0.594304542           0.43743005           -0.60633962
8525-bus  -0.7681079386   0.891454711 -0.3759364973 -0.2928262   1.22405861  0.350769981          -0.29999168           -0.51735523
8702-bus  -0.6534068184   0.938873749 -0.3759364973  0.1889772   1.22405861  0.509596868           0.43743005           -0.60633962
9029-bus  -0.6304665943   0.369845296 -0.3759364973  0.1889772   1.22405861  0.573127623           0.43743005           -0.33938644
10746-bus -0.2022490786   0.844035673 -0.3759364973  3.5616010   1.15777243  0.626069919          -0.05418444           -0.25040204
9092-bus  -0.6992872665   0.464683371 -0.3759364973  0.1889772   1.15777243  0.573127623           0.68323730           -0.51735523
10076-bus -0.5578225515   0.606940485 -0.3759364973 -0.2928262   1.15777243  0.594304542           0.19162281           -1.02160014
8519-bus  -0.8063416454   0.844035673 -0.3759364973 -0.2928262   1.15777243  0.319004603          -0.29999168           -0.54701669
10314-bus -0.7031106371  -0.151764120 -0.3759364973  1.1525840   1.15777243  0.456654573           1.42065903           -1.22923040
11957-bus -0.3284203109   0.132750107 -0.3759364973  0.6707806   1.15777243  1.240200551           1.66646627           -1.58516798
9161-bus  -0.6954638958   0.796616636 -0.3759364973  0.1889772   1.15777243  0.509596868           1.17485179           -0.69532402
9763-bus  -0.3895942417   0.844035673 -0.3759364973 -0.2928262   1.09148625  0.657835297          -0.29999168           -0.57667816
8855-bus  -0.6610535597   0.844035673 -0.3759364973  0.1889772   1.09148625  0.340181522           0.68323730           -0.72498549
9606-bus  -0.7834014213   0.464683371 -0.3759364973  0.1889772   1.09148625  0.414300736          -0.05418444           -0.45803230
7564-bus  -0.8216351281   0.227588183 -0.3759364973 -0.2928262   1.09148625  0.340181522          -0.05418444           -0.66566256
7603-bus  -0.8292818695   0.275007220 -0.3759364973  0.1889772   1.09148625  0.361358440           0.19162281           -0.66566256
8726-bus  -0.7604611973   0.796616636 -0.3759364973 -0.2928262   1.09148625  0.266062307          -0.05418444           -0.75464695
8975-bus  -0.7260508612   0.891454711 -0.3759364973  0.1889772   1.09148625  0.499008409           1.17485179           -0.81396988
10482-bus -0.4813551379   0.037912032 -0.3759364973  0.6707806   1.09148625  1.123727501           1.66646627           -1.58516798
10471-bus -0.5960562582   0.180169145 -0.3759364973  0.6707806   1.09148625  0.933135235           1.66646627           -1.58516798
10506-bus -0.4392980605   0.085331069 -0.3759364973  0.6707806   1.09148625  1.155492878           1.66646627           -1.58516798
10524-bus -0.3934176124   0.180169145 -0.3759364973  0.6707806   1.02520007  1.166081337           1.66646627           -1.58516798
9561-bus  -0.8369286108   0.369845296 -0.3759364973  0.6707806   1.02520007  0.361358440          -0.05418444           -0.57667816
9661-bus  -0.8292818695   0.417264334 -0.3759364973  0.6707806   1.02520007  0.382535358          -0.05418444           -0.57667816
11753-bus -0.4851785086   0.275007220 -0.3759364973  1.1525840   1.02520007  1.282554388           1.66646627           -1.58516798
9525-bus  -0.7604611973   0.559521447 -0.3759364973  0.1889772   1.02520007  0.456654573          -0.05418444           -0.22074057
10575-bus -0.6037029996   0.227588183 -0.3759364973  1.1525840   1.02520007  0.964900613           1.66646627           -1.49618359
10686-bus -0.5769394048   0.369845296 -0.3759364973  1.1525840   1.02520007  1.049608286           1.66646627           -1.14024600
7200-bus  -0.8560454642  -0.104345082 -0.3759364973 -0.2928262   0.95891389  0.297827685          -0.05418444           -0.66566256
11657-bus -0.5463524394   0.464683371 -0.3759364973  1.6343874   0.95891389  1.271965929           1.66646627           -1.58516798
11154-bus -0.5998796289   0.701778560 -0.3759364973  1.6343874   0.95891389  1.176669796           0.68323730           -0.75464695
11558-bus -0.5884095169   0.749197598 -0.3759364973  1.6343874   0.95891389  1.282554388           1.66646627           -1.58516798
11361-bus -0.6228198529   0.701778560 -0.3759364973  1.6343874   0.95891389  1.240200551           1.17485179           -1.11058454
11088-bus -0.6381133357   0.132750107 -0.3759364973  0.6707806   0.95891389  1.219023633           1.66646627           -1.58516798
8906-bus  -0.2060724492  -1.669173328 -0.3759364973  0.1889772   0.62748298 -0.443364457           0.43743005           -0.57667816
11447-bus -0.5195888447   0.701778560 -0.3759298981 -0.7746296   1.82063423  0.647246838           0.19162281           -0.01311032
11594-bus -0.4354746898   0.796616636 -0.3759298981 -0.7746296   1.75434805  0.668423756           0.19162281           -0.04277178
4985-bus  -0.3207735695   0.701778560 -0.3758944654  0.1889772  -0.63195445  0.266062307           0.43743005            0.55045752
4955-bus  -0.3934176124   0.701778560 -0.3758894906 -0.2928262  -0.63195445  0.287239226           0.43743005            0.52079606
5246-bus   0.1036205755   0.749197598 -0.3758778151  0.6707806  -0.89709917  0.393123817          -1.03741341           -0.36904790
10431-bus -0.5081187327   0.275007220 -0.3758476618  0.6707806  -0.76452681  0.266062307          -1.28322066            0.49113459
10833-bus -0.4125344658   0.701778560 -0.3758233971  0.1889772  -0.89709917  0.329593062          -0.29999168            0.22418141
6171-bus  -0.4240045778   0.512102409 -0.3758092849  0.1889772  -0.16795118  0.509596868          -0.05418444           -0.30972497
4427-bus  -0.2710697507   0.986292787 -0.3757678622  0.6707806  -1.09595771  0.488419950          -0.79160617            1.58860881
6333-bus  -0.2863632334  -2.996906385 -0.3757460340  0.1889772  -1.16224389 -1.671625722           0.92904454           -1.05126160
11571-bus -0.2863632334   0.322426258 -0.3757436989  0.1889772  -1.02967153  0.170766175           0.43743005           -0.16141764
4663-bus  -0.4163578364   0.180169145 -0.3757298914  0.6707806  -1.02967153  0.488419950          -1.52902790            2.09285372
5950-bus  -0.1640153718   0.606940485 -0.3757061342 -0.2928262  -0.69824063  0.139000797          -0.79160617           -0.10209471
6434-bus  -0.0301973981   0.512102409 -0.3756855244 -0.7746296   0.82634153  0.043704665          -0.29999168            0.28350434
4105-bus  -0.2290126733  -1.289821026 -0.3756313094 -1.2564330  -1.02967153 -0.485718294          -1.28322066           -0.48769376
11722-bus  0.4209603416  -1.100144875 -0.3756287712 -0.7746296  -0.96338535 -1.195145059           0.43743005            0.01655115
4890-bus  -0.0722544756  -0.056926044 -0.3756229842 -0.2928262  -1.16224389 -0.157476060          -0.29999168           -1.58516798
6052-bus   0.3750798935  -1.005306799 -0.3756130346 -0.2928262  -0.69824063 -0.252772192          -0.05418444           -0.75464695
11954-bus -0.2978333455   0.275007220 -0.3755574998  0.6707806   1.15777243 -0.115122223           1.66646627            1.44030148
11328-bus -0.1525452598   0.322426258 -0.3755010512 -0.2928262  -0.96338535  0.181354634          -0.29999168            0.49113459
10299-bus -0.4354746898   0.654359522 -0.3754707964  0.1889772   0.22976590  0.467243032           1.17485179            1.46996295
6514-bus  -0.0875479583   0.180169145 -0.3754235866 -1.2564330   0.09719354  0.107235420           0.43743005           -1.14024600
4838-bus  -0.2557762680   0.701778560 -0.3754234851  0.1889772  -0.63195445  0.456654573          -0.79160617            0.66910339
3841-bus   0.6885962890   0.938873749 -0.3754227744 -1.2564330  -0.96338535  0.033116206          -0.54579893            1.14368683
6836-bus  -0.2251893026   0.037912032 -0.3753916059  0.1889772  -0.36680973  0.530773787          -1.03741341            1.58860881
10045-bus -0.4622382845  -0.483697384 -0.3751620550 -0.2928262   0.69376916  0.128412338           0.43743005           -0.54701669
11921-bus  0.0959738342   0.559521447 -0.3751559634  0.6707806  -0.49938209 -0.729252855          -0.54579893            1.20300976
5403-bus  -0.6495834477   0.654359522 -0.3751175865  0.1889772  -0.63195445  0.456654573           1.17485179           -1.55550652
11034-bus -0.2710697507   0.369845296 -0.3751112919 -0.2928262  -1.09595771  0.319004603          -0.29999168            0.31316580
4090-bus  -0.3322436816  -0.246602195 -0.3750616455 -1.2564330  -0.56566827 -0.273949111          -1.03741341           -1.14024600
5266-bus   0.2450852905   0.796616636 -0.3750393098  1.1525840  -1.22853007  0.446066113          -1.28322066            0.34282727
5728-bus  -0.1219582944  -3.613353876 -0.3749656017 -0.2928262  -1.42738861 -6.044659361           1.66646627            2.09285372
10688-bus  0.0309765327   0.844035673 -0.3749594086 -0.7746296  -0.30052354  0.287239226           0.92904454            0.04621261
5430-bus  -0.6304665943   0.322426258 -0.3749333163  0.1889772  -0.49938209  0.467243032           0.68323730           -1.52584505
4093-bus  -0.4087110951   0.180169145 -0.3749250927 -1.2564330  -0.69824063 -0.157476060          -1.03741341           -1.22923040
7530-bus   0.3712565228   0.417264334 -0.3748716899 -0.7746296  -0.36680973  0.329593062          -0.29999168           -0.07243325
5093-bus  -0.0951946996   0.085331069 -0.3748627556  0.6707806  -1.29481625  0.382535358          -1.03741341            0.37248873
7527-bus   0.2642021439   0.464683371 -0.3748597098 -0.7746296  -0.43309591  0.329593062          -0.29999168           -0.19107911
7859-bus   0.4056668589   0.369845296 -0.3748502679 -0.2928262  -0.49938209  0.202531552          -0.29999168           -0.10209471
7822-bus   0.4400771950   0.512102409 -0.3748502679 -0.2928262  -0.56566827  0.191943093          -0.54579893           -0.04277178
10721-bus  0.4362538243   0.417264334 -0.3747907735 -0.7746296  -0.03537882  0.255473848          -0.29999168            0.60978045
4144-bus   0.8530012280   0.606940485 -0.3747536149 -0.7746296  -0.16795118 -0.337479866           0.43743005            0.19451994
4808-bus  -0.2098958199   0.180169145 -0.3747079280  2.1161908  -1.02967153  0.488419950          -2.02064239            2.09285372
4375-bus   0.1112673169   0.417264334 -0.3746852877 -0.7746296  -0.96338535  0.022527746          -0.79160617           -0.36904790
4664-bus  -0.4622382845   0.275007220 -0.3746697542  1.1525840  -1.02967153  0.520185328          -1.52902790            2.09285372
4431-bus  -0.2098958199   0.986292787 -0.3746620382  1.1525840  -1.02967153  0.604893001          -0.79160617            2.00386933
4999-bus  -0.1143115530   0.701778560 -0.3746336108  0.1889772  -0.96338535  0.297827685          -1.03741341            0.37248873
4096-bus  -0.2825398628  -0.341440271 -0.3746125949 -1.2564330  -0.63195445 -0.337479866          -1.03741341           -0.99193867
9374-bus  -0.2481295267   0.938873749 -0.3745919851 -0.7746296   0.16347972 -0.464541376           0.19162281            0.40215020
6299-bus  -0.2901866041   0.322426258 -0.3745107641  0.6707806  -1.09595771  0.477831491          -0.29999168            1.05470244
10634-bus -0.1601920011   0.938873749 -0.3744968550 -0.7746296  -0.16795118  0.329593062           0.68323730            0.37248873
10125-bus -0.1257816650   0.322426258 -0.3744926924 -0.7746296   0.69376916  0.287239226           0.19162281           -0.36904790
12527-bus  0.1112673169  -0.673373535 -0.3744096439 -0.2928262   1.48920333  0.086058501          -0.05418444            0.01655115
12548-bus  0.0424466447  -0.625954497 -0.3744096439 -0.7746296   1.42291715  0.128412338          -0.54579893           -0.04277178
12541-bus  0.0730336101  -0.673373535 -0.3744096439 -0.7746296   1.42291715  0.117823879          -0.29999168           -0.01311032
12556-bus -0.0072571741  -0.056926044 -0.3744096439 -0.7746296   1.15777243  0.287239226          -1.03741341           -0.01311032
11775-bus -0.4087110951   0.512102409 -0.3744086286  0.1889772  -1.09595771  0.350769981           0.43743005            1.85556200
10169-bus  0.0462700154   0.559521447 -0.3743641601 -0.7746296   0.29605208  0.213120011           0.19162281            0.07587408
5171-bus   0.0845037221   0.606940485 -0.3743580686  1.1525840  -1.36110243  0.424889195          -1.28322066            0.25384287
5101-bus  -0.1525452598   0.844035673 -0.3742997925  0.6707806  -1.22853007  0.435477654          -1.28322066            0.40215020
10968-bus -0.3437137936   0.749197598 -0.3742784720  0.1889772  -1.02967153  0.350769981          -0.29999168            0.19451994
12511-bus  0.1495010236  -0.436278346 -0.3741393810 -0.2928262   1.48920333  0.160177716          -0.29999168            0.16485847
5260-bus   0.1150906875   0.796616636 -0.3741154208  0.1889772  -0.69824063  0.403712277          -1.03741341           -0.51735523
11754-bus -0.2863632334   0.227588183 -0.3740926789  0.6707806  -1.02967153  0.297827685           0.19162281            2.09285372
5720-bus  -0.4622382845  -0.104345082 -0.3740579569  0.1889772  -1.09595771 -0.337479866           0.68323730           -1.31821479
7185-bus  -0.5310589567   0.512102409 -0.3740110518 -0.2928262  -0.49938209  0.668423756          -1.77483515            1.17334830
4078-bus  -0.3054800868  -0.294021233 -0.3739474964 -1.2564330  -0.63195445 -0.326891406          -1.03741341           -1.02160014
11160-bus -0.4698850259   0.417264334 -0.3739393743 -0.2928262  -0.76452681  0.371946899           0.19162281            1.49962442
4678-bus   0.0080363086   0.844035673 -0.3738919615 -0.2928262  -1.22853007  0.414300736          -0.05418444            0.40215020
4412-bus  -0.2595996387   0.986292787 -0.3738862760  0.6707806  -1.09595771  0.562539164          -0.79160617            1.67759321
11421-bus -0.4163578364   0.132750107 -0.3738766310  1.1525840  -1.16224389  0.022527746          -0.54579893            0.52079606
5612-bus  -0.3093034575  -2.427877932 -0.3738668845 -0.2928262  -1.29481625 -1.661037262           0.68323730           -1.58516798
