          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
8826-bus  -0.28998390 -0.50347079   0.90297850    -1.76256962  -1.6129619257      -0.60105741    -1.7662562 -1.186156e-01
3032-bus  -0.59647307 -0.77533121  -0.29445455    -0.54061792  -1.0406265155       1.43858011    -1.2193214  2.261628e+00
3043-bus  -0.59647307 -0.68471107   0.10468980    -1.15159377  -0.8390473046      -0.60105741    -1.7662562  2.326592e+00
3038-bus  -0.10609041 -0.68471107   1.96736344     0.07035793  -1.7419476959       1.37677292    -1.7662562  2.229902e+00
3037-bus  -0.59647307 -0.68471107  -0.36097860    -1.15159377  -1.4721368819      -0.60105741    -1.7662562  2.351520e+00
8768-bus  -0.59647307 -0.77533121  -0.16140643    -0.54061792  -0.0134137514      -0.60105741    -1.7662562  6.866335e-01
3322-bus  -0.59647307 -0.68471107   0.63688227    -0.54061792  -1.4294531850       1.50038731    -1.7662562  2.654433e+00
3328-bus  -0.53517524 -0.68471107   0.70340633    -0.54061792  -1.3484476289       1.50038731    -1.7662562  2.661987e+00
3020-bus  -0.10609041 -0.77533121   1.36864691    -0.54061792  -0.4312154853       1.31496572    -0.6723866  2.307707e+00
6232-bus  -0.59647307 -0.68471107  -1.89103195    -0.54061792   0.9187732641      -0.60105741    -0.1254518 -1.210520e-02
6141-bus  -0.53517524 -0.68471107  -1.42536354     0.07035793   0.8894866399      -0.60105741    -0.1254518  3.758062e-03
11457-bus -0.59647307 -0.41285065  -0.49402672    -2.37354547  -2.0310752194      -0.60105741    -1.7662562  2.380981e+00
3025-bus   0.38429226 -0.77533121   1.83431532     0.07035793  -0.3645416814       1.19135132    -1.7662562  2.263139e+00
7044-bus  -0.53517524 -0.68471107  -1.09274325    -0.54061792  -0.3819890319      -0.60105741    -0.1254518 -1.140833e-01
3019-bus  -0.41257957 -0.77533121   0.96950256    -1.15159377   0.0208578300      -0.60105741    -1.2193214  1.461667e+00
4961-bus  -0.59647307 -0.77533121  -1.22579136    -1.76256962  -1.0091589725      -0.60105741    -1.7662562 -2.470325e-01
3394-bus  -0.59647307 -0.77533121   0.23773792    -2.37354547  -1.5101471814      -0.60105741    -1.7662562  1.639940e+00
4391-bus  -0.59647307 -0.41285065  -0.62707484    -0.54061792  -1.2967286969      -0.60105741    -1.7662562  7.259140e-01
3382-bus  -0.10609041 -0.77533121  -0.09488237     0.07035793  -0.4321501648       1.12954413    -0.1254518  2.692958e+00
3034-bus  -0.59647307 -0.77533121   0.70340633    -1.15159377  -1.3073217311      -0.60105741    -1.7662562  2.353031e+00
3298-bus  -0.59647307 -0.77533121   0.37078604    -1.76256962  -1.4562473305      -0.60105741    -0.6723866  1.742673e+00
3395-bus  -0.04479257 -0.77533121  -0.02835831     0.07035793  -0.2766818089       1.12954413    -0.1254518  2.705800e+00
8402-bus  -0.47387740 -0.77533121  -0.49402672    -1.15159377  -1.2076225851      -0.60105741    -1.7662562  7.221370e-01
3026-bus  -0.53517524 -0.77533121   0.10468980    -1.15159377  -1.2961055772      -0.60105741    -1.7662562  2.372671e+00
3383-bus  -0.16738824 -0.77533121   1.36864691     0.07035793  -0.3181192665       1.31496572    -0.1254518  2.713354e+00
3361-bus  -0.22868607 -0.77533121   0.50383415    -2.37354547  -1.5596851946      -0.60105741     0.4214830  1.695839e+00
12685-bus  0.20039876 -0.68471107   2.10041156    -0.54061792   0.1059136640      -0.60105741    -0.1254518  1.790093e-01
12595-bus  0.01650526 -0.50347079   1.23559880    -1.76256962  -0.5960306361      -0.60105741    -0.6723866  1.782539e-01
10728-bus -0.59647307 -0.77533121  -0.42750266    -1.76256962   0.8059886051      -0.60105741    -1.7662562  8.732157e-01
11250-bus -0.41257957  1.49017225  -0.56055078     1.29230963  -0.1383492438      -0.60105741     0.9684178 -8.649442e-01
11414-bus -0.47387740  1.58079239  -0.95969513     1.29230963  -0.2143698427      -0.60105741     0.9684178 -8.770304e-01
10929-bus -0.28998390  1.58079239  -0.89317107     1.29230963  -0.2249628769       1.37677292     0.9684178 -7.818509e-01
10296-bus -0.28998390 -0.41285065   0.37078604     1.29230963  -0.1308718078       1.50038731     2.0622874 -8.007357e-01
10818-bus -0.16738824  1.49017225  -0.76012296     1.29230963  -0.0345998199       1.37677292     1.5153526 -7.742970e-01
10338-bus -0.22868607 -0.41285065   0.57035821     0.68133378  -0.0062478753       1.50038731     2.0622874 -8.211313e-01
10275-bus -0.28998390 -0.32223051   0.03816575     1.29230963  -0.0327304610       0.44966495     2.0622874 -7.863833e-01
11046-bus -0.41257957  1.76203267  -1.29231542     1.29230963  -0.1420879618       1.37677292     0.9684178 -7.924264e-01
11136-bus -0.41257957  1.76203267  -0.89317107     1.29230963  -0.1240174916       1.37677292     0.9684178 -7.984695e-01
10500-bus -0.28998390  0.58397087   0.03816575     1.29230963   0.1713412286       0.51147215     1.5153526 -7.025346e-01
10434-bus -0.41257957 -0.41285065   0.70340633     0.68133378  -0.4390044811       1.37677292     0.9684178 -8.422824e-01
10578-bus -0.53517524 -0.50347079   0.37078604     0.68133378  -0.5028742465       1.37677292     0.4214830 -8.589010e-01
9959-bus  -0.28998390 -0.23161038  -0.69359890     1.29230963  -0.8979321127      -0.60105741     1.5153526 -7.032900e-01
10668-bus -0.59647307 -0.50347079   0.17121386     0.68133378  -0.6340409355       2.36568808    -0.1254518 -8.792966e-01
9833-bus  -0.47387740 -0.41285065  -1.29231542     0.68133378  -0.6250057004       1.37677292     0.4214830 -6.481463e-01
9724-bus  -0.59647307 -0.41285065  -1.62493571     0.68133378  -0.4355773229      -0.60105741     0.4214830 -6.300169e-01
9300-bus  -0.28998390 -0.23161038  -0.49402672     1.29230963   0.0080838769      -0.60105741     0.9684178 -7.251964e-01
9261-bus  -0.35128174 -0.23161038  -0.49402672     1.29230963   0.0040335991      -0.60105741     0.9684178 -7.138655e-01
9234-bus  -0.35128174 -0.23161038  -0.56055078     1.29230963   0.1074714632      -0.60105741     0.9684178 -6.896929e-01
9739-bus  -0.53517524 -0.41285065  -1.29231542     0.68133378  -0.6549154442       1.37677292    -0.1254518 -6.398370e-01
9246-bus  -0.35128174 -0.23161038  -0.49402672     1.29230963   0.1551401174       0.32605056     0.9684178 -7.040454e-01
9285-bus  -0.35128174 -0.32223051  -1.09274325     1.29230963   0.1482858011      -0.60105741     0.9684178 -7.350165e-01
8798-bus  -0.35128174 -0.14099024  -0.62707484     1.29230963   0.0027873598      -0.60105741     0.4214830 -6.375708e-01
9634-bus   0.07780309 -0.32223051  -0.09488237     1.29230963  -0.1015851837      -0.16840702     1.5153526 -5.386143e-01
10144-bus  0.07780309  0.22149032   0.10468980     0.68133378   0.0467172960      -0.60105741     0.9684178 -6.209521e-01
8822-bus  -0.35128174 -0.14099024  -1.02621919     1.29230963  -0.0856956323      -0.60105741     0.9684178 -6.579664e-01
9670-bus  -0.41257957 -0.50347079  -1.22579136     0.68133378  -0.2153045222      -0.60105741     0.9684178 -5.809163e-01
8828-bus  -0.41257957 -0.14099024  -1.02621919     1.29230963  -0.1268215300      -0.60105741     0.4214830 -6.692973e-01
8849-bus  -0.41257957 -0.14099024  -1.15926731     1.29230963  -0.5402614263      -0.60105741     0.4214830 -6.806282e-01
9579-bus  -0.35128174 -0.41285065  -1.02621919     1.29230963   0.0791195185      -0.60105741     1.5153526 -5.582545e-01
9531-bus   0.20039876 -0.32223051  -0.02835831     1.29230963   0.1554516772      -0.60105741     1.5153526 -5.265280e-01
8181-bus   0.13910092 -0.05037010   0.10468980     0.68133378  -0.0392732174      -0.60105741     1.5153526 -2.137952e-01
8426-bus  -0.16738824 -0.05037010  -0.22793049     1.29230963  -0.1218365727      -0.60105741     0.9684178 -6.096212e-01
9902-bus   1.18116408  0.40273059   1.56821909     1.29230963  -0.1760479834       0.69689374     0.9684178 -5.136863e-01
9378-bus   0.32299442 -0.23161038   0.03816575     1.29230963  -0.0495546919      -0.60105741     1.5153526 -5.076432e-01
8411-bus  -0.22868607 -0.05037010  -0.16140643     1.29230963   0.4268202903      -0.60105741     0.9684178 -5.982903e-01
9519-bus   0.99727058  0.04025004   0.57035821     1.29230963  -0.0264992643      -0.60105741     1.5153526 -4.902691e-01
9628-bus   0.99727058  0.13087018   0.76993039     1.29230963   0.0074607573      -0.60105741     1.5153526 -4.963123e-01
9273-bus   0.13910092 -0.23161038  -0.36097860     1.29230963  -0.0925499486      -0.60105741     1.5153526 -5.008446e-01
9625-bus   1.42635541  0.22149032   1.03602662     1.29230963   0.3358448196      -0.60105741     0.9684178 -4.789382e-01
8771-bus   1.97803591  1.03707156   1.50169503     0.07035793  -0.2327518727       2.48930247     0.9684178 -3.580753e-01
7747-bus   0.99727058 -0.05037010   1.10255068     0.68133378   1.5397120080      -0.60105741     0.9684178 -4.864921e-01
3014-bus  -0.10609041 -0.77533121   1.56821909    -0.54061792  -0.7558608296      -0.60105741    -1.2193214  2.348499e+00
8453-bus  -0.59647307 -0.77533121  -0.62707484    -1.15159377  -1.1462452983      -0.60105741    -1.7662562  7.002306e-01
3350-bus  -0.53517524 -0.68471107   0.43731010    -2.37354547  -1.4821067965      -0.60105741    -1.2193214  1.705659e+00
3386-bus  -0.16738824 -0.77533121   1.30212285     0.07035793  -0.5701711701       1.31496572    -0.1254518  2.729972e+00
7114-bus  -0.59647307 -0.77533121  -0.82664701    -0.54061792  -0.3953861047      -0.60105741    -0.6723866 -1.284358e-01
4383-bus  -0.59647307 -0.41285065  -0.69359890    -0.54061792  -1.2973518165      -0.60105741    -1.7662562  7.417772e-01
3031-bus  -0.16738824 -0.77533121   0.96950256    -1.15159377  -0.2311940736      -0.60105741    -0.6723866  1.420876e+00
6261-bus  -0.59647307 -0.68471107  -2.02408006    -0.54061792   0.9723615551      -0.60105741    -0.1254518 -1.814834e-02
5834-bus  -0.59647307 -0.41285065  -1.95755601    -1.76256962  -1.9385419495      -0.60105741    -1.7662562  2.938291e-01
3412-bus  -0.16738824 -0.77533121   1.10255068     0.07035793  -1.3035830132      -0.60105741    -1.7662562  2.801735e+00
9155-bus  -0.41257957 -0.77533121   1.23559880    -1.15159377   0.5031524490      -0.60105741    -1.7662562  7.425326e-01
3385-bus  -0.59647307 -0.14099024  -1.55841166    -2.37354547  -2.0784323138      -0.60105741    -1.7662562  1.607458e+00
6070-bus  -0.59647307 -0.59409093  -1.95755601    -2.37354547  -1.6201278018      -0.60105741    -1.7662562  1.978941e-01
10433-bus -0.59647307 -0.41285065  -1.82450789    -1.15159377  -1.6843091271      -0.60105741    -1.7662562  1.178395e+00
10376-bus -0.59647307 -0.59409093  -0.29445455    -1.15159377  -1.5871024597      -0.60105741    -1.7662562  1.093790e+00
10653-bus -0.59647307 -0.77533121  -1.02621919    -1.76256962   1.1798604028      -0.60105741    -1.7662562  8.445107e-01
10557-bus -0.59647307 -0.77533121  -0.76012296    -1.76256962   0.7536465534      -0.60105741    -1.7662562  8.709495e-01
12273-bus -0.53517524 -0.77533121   0.23773792    -0.54061792  -1.3873926078      -0.60105741    -0.1254518  2.090910e+00
4002-bus  -0.59647307  3.21195488  -0.22793049    -2.37354547  -2.0279596211       1.37677292    -1.2193214  6.556624e-01
9372-bus  -0.47387740 -0.77533121   0.43731010    -1.15159377   0.7567621518      -0.60105741    -1.7662562  7.485758e-01
10842-bus -0.59647307 -0.77533121  -0.22793049    -1.76256962   0.7595661902      -0.60105741    -1.7662562  8.618848e-01
4916-bus  -0.59647307 -0.77533121  -1.89103195    -1.15159377  -0.6658200383      -0.60105741    -1.7662562 -2.236153e-01
6189-bus  -0.59647307 -0.59409093  -1.95755601    -2.37354547  -1.8319884872      -0.60105741    -1.7662562  2.062034e-01
9164-bus  -0.53517524 -0.77533121   1.23559880    -1.15159377   0.2803871696      -0.60105741    -1.7662562  7.244032e-01
6069-bus  -0.59647307 -0.59409093  -1.95755601    -2.37354547  -1.3901966463      -0.60105741    -1.7662562  1.888294e-01
9357-bus  -0.59647307 -0.77533121  -0.62707484    -1.15159377   0.8153354001      -0.60105741    -1.7662562  8.256259e-01
10425-bus -0.41257957 -0.77533121  -0.36097860    -1.76256962   0.6389925355      -0.60105741    -1.7662562  8.467769e-01
10779-bus -0.59647307 -0.77533121  -0.76012296    -1.76256962   0.8683005714      -0.60105741    -1.7662562  8.437553e-01
8304-bus  -0.28998390 -0.77533121   0.23773792    -1.15159377  -0.9206759804      -0.60105741    -1.7662562  7.236478e-01
6244-bus  -0.59647307 -0.59409093  -1.95755601    -2.37354547  -1.7983400254      -0.60105741    -1.7662562  2.001603e-01
9516-bus  -0.47387740 -0.77533121  -0.95969513    -1.15159377   0.6171833473      -0.60105741    -1.2193214  8.158058e-01
12276-bus -0.53517524 -0.77533121   0.23773792    -0.54061792  -1.3353621160      -0.60105741    -0.1254518  2.101485e+00
9243-bus  -0.59647307 -0.77533121  -0.09488237    -1.15159377   0.9982210211      -0.60105741    -1.7662562  8.286475e-01
9643-bus  -0.47387740 -0.77533121  -0.89317107    -1.15159377   0.7704707843      -0.60105741    -1.7662562  8.052303e-01
3379-bus  -0.59647307 -0.23161038  -1.22579136    -2.37354547  -1.7970937861      -0.60105741    -1.7662562  1.571954e+00
9450-bus  -0.47387740 -0.77533121   0.57035821    -1.15159377   0.8776473663      -0.60105741    -1.7662562  7.417772e-01
6849-bus  -0.59647307 -0.68471107  -1.29231542    -0.54061792   0.6178064670      -0.60105741     0.4214830 -1.072847e-01
4939-bus  -0.59647307 -0.77533121  -2.35670036    -1.76256962  -1.1016922424      -0.60105741    -0.6723866 -2.258815e-01
12279-bus -0.53517524 -0.77533121   0.23773792    -0.54061792  -1.3057639320      -0.60105741    -0.1254518  2.109039e+00
9857-bus  -0.41257957 -0.77533121   0.96950256    -1.15159377   0.4159156962      -0.60105741    -1.2193214  8.165612e-01
6789-bus  -0.53517524 -0.68471107  -1.02621919    -0.54061792   1.0676988635      -0.60105741     0.4214830 -1.080401e-01
9760-bus  -0.41257957 -0.77533121   0.03816575    -1.15159377   0.9739193542      -0.60105741    -1.2193214  7.954102e-01
9107-bus  -0.59647307 -0.77533121   0.57035821    -1.15159377   0.6545705271      -0.60105741    -1.7662562  8.362014e-01
7189-bus  -0.59647307 -0.77533121  -0.69359890    -0.54061792  -0.4483512760      -0.60105741    -0.6723866 -1.480760e-01
9005-bus  -0.59647307 -0.77533121   1.03602662    -1.15159377   0.9757887132      -0.60105741    -1.7662562  7.999425e-01
9026-bus  -0.59647307 -0.77533121   0.43731010    -1.15159377   0.7327720447      -0.60105741    -1.7662562  8.188274e-01
10468-bus -0.59647307 -0.50347079  -1.89103195    -2.37354547  -1.7064298751      -0.60105741    -1.7662562  1.205589e+00
10755-bus  0.13910092 -0.59409093   0.76993039    -2.37354547  -0.3006719159      -0.60105741    -1.2193214  7.697268e-01
12270-bus -0.59647307 -0.77533121   0.03816575    -0.54061792  -1.5827406221      -0.60105741    -1.7662562  2.063715e+00
4349-bus  -0.59647307  2.03389308  -1.09274325    -1.15159377  -1.8572248335      -0.60105741    -1.7662562  6.647271e-01
8978-bus  -0.53517524 -0.77533121   1.83431532    -1.15159377   0.3414528965       0.44966495    -1.7662562  7.667052e-01
12280-bus -0.53517524 -0.77533121   0.43731010    -0.54061792  -1.2761657480      -0.60105741    -0.1254518  2.104507e+00
12252-bus -0.59647307 -0.68471107   0.57035821    -1.15159377  -0.2268322359      -0.60105741    -1.7662562  1.936809e+00
10496-bus -0.53517524 -0.59409093   0.30426198    -1.76256962  -1.5640470322      -0.60105741    -1.2193214  1.311344e+00
6348-bus  -0.59647307 -0.59409093  -1.62493571    -2.37354547  -1.8896270560      -0.60105741    -1.7662562  1.948725e-01
12262-bus -0.59647307 -0.68471107  -2.42322442    -2.37354547  -2.0130047492      -0.60105741    -1.7662562  2.072025e+00
6703-bus  -0.59647307 -0.59409093  -0.69359890    -1.15159377   1.0075678160      -0.60105741    -0.6723866 -1.050186e-01
8591-bus  -0.59647307 -0.77533121   0.63688227    -0.54061792  -0.0947308674       1.37677292    -1.7662562  6.964537e-01
12269-bus -0.59647307 -0.41285065  -1.95755601    -1.76256962  -2.0525728478      -0.60105741    -1.7662562  2.009327e+00
8954-bus  -0.59647307 -0.77533121   1.36864691    -1.15159377  -0.0498662517      -0.60105741    -1.7662562  7.402665e-01
11564-bus -0.53517524 -0.59409093   0.83645445     0.07035793  -0.6798402307      -0.60105741    -0.6723866 -5.310603e-01
11567-bus -0.53517524 -0.59409093   0.03816575     0.68133378  -0.3835468311      -0.60105741    -0.1254518 -5.574991e-01
11537-bus -0.47387740 -0.59409093   0.03816575     0.68133378  -0.3040990741      -0.60105741    -0.1254518 -5.771393e-01
11666-bus -0.53517524 -0.59409093   0.03816575     0.68133378  -0.4053560193      -0.60105741    -0.6723866 -5.748732e-01
11510-bus -0.35128174 -0.59409093   1.03602662     1.29230963  -0.4545824727      -0.60105741     0.9684178 -6.096212e-01
11822-bus -0.59647307 -0.59409093   0.37078604     0.07035793  -0.5823220035      -0.60105741    -1.2193214 -5.884702e-01
5582-bus  -0.53517524 -0.77533121  -0.62707484    -1.15159377   0.1320846898      -0.60105741    -0.6723866  2.636133e-01
4918-bus  -0.59647307 -0.77533121  -2.02408006    -1.15159377  -1.3696336974      -0.60105741    -0.6723866 -2.092628e-01
5593-bus  -0.53517524 -0.77533121  -0.49402672    -1.15159377   0.2448693488      -0.60105741    -0.6723866  2.469947e-01
12249-bus -0.59647307 -0.32223051  -0.95969513    -2.37354547  -2.1127038953      -0.60105741    -1.7662562  2.056917e+00
10307-bus -0.53517524 -0.41285065  -0.62707484    -1.15159377  -1.5858562204      -0.60105741    -0.6723866  1.136093e+00
6547-bus  -0.59647307 -0.68471107  -1.22579136    -1.15159377   0.9352859351      -0.60105741    -0.6723866 -8.839991e-02
12255-bus -0.59647307 -0.68471107   0.57035821    -2.37354547  -1.7634453243      -0.60105741    -1.7662562  1.976845e+00
3415-bus  -0.41257957 -0.77533121   1.03602662    -1.76256962  -0.5857491617      -0.60105741     0.4214830  1.508501e+00
12259-bus -0.59647307 -0.68471107  -2.22365224    -2.37354547  -1.9506927829      -0.60105741    -0.6723866  2.053895e+00
12773-bus -0.22868607 -0.77533121  -0.56055078    -1.76256962  -0.8402935439      -0.60105741    -0.6723866  1.488106e+00
10588-bus -0.47387740  0.04025004  -0.76012296     0.68133378   1.3655500623       1.37677292    -0.6723866  2.658795e-01
10603-bus -0.47387740  0.04025004  -1.02621919     0.68133378   1.2350064929       1.31496572    -0.6723866  2.711673e-01
10622-bus -0.53517524 -0.05037010  -1.09274325    -0.54061792   0.7760788613       1.37677292     0.4214830  2.779658e-01
10538-bus -0.47387740  0.22149032   0.10468980     0.07035793   0.9405824523      -0.60105741     0.4214830  2.326422e-01
10456-bus -0.59647307  0.13087018  -0.09488237    -0.54061792  -0.4745223019      -0.60105741     0.4214830  1.858078e-01
10550-bus -0.28998390  0.22149032   0.57035821     0.07035793   1.3636807033       1.37677292     0.4214830  2.583256e-01
10541-bus -0.28998390  0.22149032   0.63688227     0.07035793   1.1898303174       1.19135132     0.4214830  2.492609e-01
10453-bus -0.53517524  0.13087018   0.30426198    -0.54061792  -0.1835254193      -0.60105741     0.4214830  1.948725e-01
