                Factor1       Factor2       Factor3
9036-bus  -2.513748e-01 -1.719076e-01 -0.0046210205
5669-bus  -6.381236e-01  2.187934e-01 -0.8326307460
6398-bus   3.615373e-01 -2.619097e-01  0.3063106089
5468-bus   1.109011e+00 -8.961904e-02 -0.2668023135
6208-bus   8.338725e-02 -1.728423e-01  0.1012681787
5429-bus   7.301858e-01  5.200482e-03 -0.4082885269
5197-bus  -6.301130e-02 -2.220748e-01  0.1650082511
8040-bus  -3.718405e-01 -4.708476e-01  1.0713578882
6361-bus   2.552046e-01 -3.770161e-01  0.3651811238
9028-bus  -1.698764e-01 -8.920807e-02 -0.2741114188
6513-bus  -1.226165e-01 -5.046623e-01  0.8510351775
577-train  3.315996e-01 -1.280611e-01 -0.4489217376
9505-bus   1.651053e-01 -1.606344e-01  0.0704975283
6674-bus   2.930602e-01  1.075872e-01 -0.0750529215
8067-bus  -3.868509e-02  1.970667e-01 -0.0706740731
10925-bus -7.727942e-01 -1.695425e-01  0.3458118801
8767-bus   6.474217e-01 -3.502525e-01  0.3581520458
9389-bus   6.100553e-01 -1.310709e-01 -0.4202294127
6858-bus  -6.269436e-01 -1.743574e-01 -0.0055289915
9018-bus  -1.120282e-01 -4.079263e-02 -0.4178005863
5292-bus   4.542496e-01 -2.356251e-01 -0.1550861526
5560-bus   2.326086e-01 -1.848874e-01  0.3249835072
6977-bus   1.238582e+00 -1.402358e-01 -0.4794174330
8298-bus   7.289853e-01 -2.949441e-01  0.1409230519
6826-bus  -6.597672e-01 -1.865165e-01  0.0417110510
7555-bus   2.242798e-01  3.382986e-02 -0.3001207936
8338-bus  -1.091138e+00 -1.844011e-01  0.2549280486
8409-bus  -4.069565e-01 -1.062924e-01 -0.1526030563
8362-bus  -7.056524e-01 -1.430310e-01  0.0216630242
8454-bus  -8.627157e-02 -1.578317e-02 -0.4292014507
4938-bus  -2.382673e-02 -1.326902e-01 -0.2112693832
8831-bus   3.231206e-01 -2.303528e-01 -0.0731777849
7534-bus   6.512972e-01 -2.202602e-01  0.0407476091
5192-bus   8.772471e-02 -2.803524e-01  0.2916335357
4889-bus  -1.192330e+00  5.817330e-01 -1.4055161533
8290-bus  -1.207870e+00 -2.626406e-01  0.4941371251
12577-bus  7.807617e-01  1.963267e-01 -0.2967860585
2923-bus   6.085361e-01  2.160882e-01 -0.2023942923
12716-bus  4.441866e-01  1.236642e-01 -0.3391122038
12532-bus  6.002124e-01  2.890640e-01 -0.4381004867
12664-bus  4.020552e-01  1.518514e-01 -0.2697947228
10916-bus  1.137374e-01 -1.470553e-01 -0.0828551312
7336-bus   3.399977e-02 -3.262490e-01  0.2445176661
4692-bus   1.045335e+00  8.079472e-02 -0.7595614673
9329-bus   1.071986e-02 -1.147406e-01 -0.2280686291
8071-bus  -6.738837e-03 -1.894152e-01 -0.1980165822
8813-bus   2.937498e-01 -2.070290e-01 -0.1351100582
8116-bus   1.856682e-01 -1.963578e-01 -0.2713506096
10290-bus  7.313960e-01 -6.827821e-02 -0.4905337765
5500-bus   9.180084e-01 -1.808210e-01  0.0696531450
5256-bus  -2.627351e-01  1.650279e-01 -0.9474800294
5683-bus  -2.847808e-01  2.363044e-01 -1.0292810661
5247-bus  -2.994410e-01  1.285348e-01 -0.8242387168
4946-bus   5.038742e-01 -1.775634e-01 -0.2307982406
8921-bus  -8.444380e-01 -4.748034e-01  1.3215715397
9341-bus   6.182745e-01 -1.360752e-01 -0.4441490939
4945-bus   4.503061e-01 -1.395645e-01 -0.3214852881
9009-bus  -2.295032e-01 -3.281030e-03 -0.4477855173
8088-bus  -2.610934e-01 -4.799886e-01  1.0511877528
4960-bus  -6.458870e-01 -2.428185e-01  0.3896031977
10889-bus -2.322424e-01 -1.785260e-01  0.1482923552
4981-bus  -2.411978e-01 -2.339639e-01  0.1819291987
4656-bus   2.595395e+00  3.686365e-01 -1.9902151518
7056-bus   8.295269e-01  1.372069e-01 -1.0875415572
9090-bus   4.328729e-01 -1.010050e-01 -0.0868083857
6292-bus  -5.069255e-02  2.553520e-01 -1.1581772938
5165-bus   1.005160e+00 -2.497047e-01 -0.1808756516
4623-bus   7.219213e-01  1.393327e-01 -0.9078204861
5220-bus  -1.323558e-03  1.570313e-03 -0.5839029713
9295-bus  -2.460974e-01 -7.656615e-02 -0.3621864312
8735-bus  -4.181025e-01 -2.911157e-01  0.7928372995
6750-bus  -3.457453e-01 -1.639183e-01 -0.1483151167
10664-bus -6.109076e-01 -1.411511e-01  0.3374417264
4904-bus  -1.191628e+00  5.811132e-01 -1.4039862725
5507-bus  -3.469811e-02  5.365048e-01 -1.7634612040
4998-bus   3.332053e-01 -9.020585e-02 -0.4609751394
8711-bus  -8.289432e-01 -2.725311e-01  0.8320530717
8349-bus  -9.239415e-01 -2.636477e-01  0.3998238911
8097-bus  -4.228202e-01 -4.278150e-01  1.0361134806
5454-bus  -1.686092e+00  4.902189e-01 -1.0308407878
7197-bus   5.980600e-01 -3.033055e-01  0.2878070692
7153-bus   2.381479e-01 -8.088831e-02 -0.1734435641
9076-bus   9.358937e-01 -1.384359e-01 -0.5713840149
5404-bus  -7.709295e-01 -2.550650e-01  0.3206047417
7166-bus  -9.917091e-02 -2.793413e-01  0.1556191677
6357-bus   2.396692e-01 -3.414416e-01  0.3434111503
9448-bus   5.900617e-01 -1.027815e-01 -0.2344222367
7127-bus  -3.676559e-01 -1.109867e-01  0.1185113892
10900-bus  1.000879e-01 -1.413681e-01 -0.0952940041
7063-bus   9.803982e-02  2.154331e-02 -0.3570928753
8301-bus   1.057574e+00 -1.497335e-01 -0.1659419107
7406-bus   5.340425e-01 -1.950087e-01  0.1111455415
4952-bus   3.457285e-01 -2.199725e-01 -0.0694201701
8627-bus  -3.938966e-01 -2.395000e-01  0.5693212387
9060-bus  -4.548600e-02 -4.971565e-02  0.2342713852
3732-bus   7.054512e-01  2.026057e-02 -0.3485936101
6363-bus   7.371878e-01 -2.816535e-01 -0.0164285048
4644-bus   1.534154e+00  2.550388e-01 -1.3170740201
5211-bus   2.683834e-04  1.907602e-02 -0.6369006854
6523-bus  -8.493952e-02 -2.391164e-01 -0.0170585236
9657-bus   9.359031e-01 -2.635821e-01 -0.1584975501
5465-bus  -1.029684e+00 -2.814401e-01  0.5071332582
5369-bus   8.063081e-03 -9.689450e-02 -0.3985283804
6600-bus   5.973408e-01  3.852028e-01 -1.3049235609
6524-bus   4.288154e-01 -1.433977e-01  0.4266794350
7437-bus   2.554645e-01 -3.390429e-01  0.5283983364
7802-bus  -1.765696e-01  2.830783e-01 -0.6083957220
8492-bus  -4.016200e-01 -2.504843e-01  0.5892138679
4828-bus   8.700782e-01  5.395331e-01 -2.3147590901
6454-bus  -3.690666e-02 -2.809215e-01  0.1032865370
5400-bus  -1.700001e+00  5.304069e-01 -1.1497844636
8762-bus   1.199110e-01 -3.686466e-01  0.7442712307
4729-bus  -1.147348e+00  4.944582e-01 -1.3933262498
8121-bus  -4.471369e-01 -3.017478e-01  0.7576477023
10311-bus  7.201347e-01 -2.809594e-02 -0.5552258529
7061-bus  -5.233651e-01 -4.424239e-01  0.7535610996
9100-bus   3.785156e-01 -1.564133e-01 -0.3596158869
9708-bus   5.336889e-01 -5.451841e-01  1.0109194183
5401-bus   1.097251e-01  7.414514e-02 -0.7039162645
4794-bus   1.748701e+00  1.800027e-01 -1.1786909698
6136-bus   9.914669e-01 -9.920676e-02 -0.4640953726
8000-bus   7.157118e-02 -1.830113e-01  0.0521641715
8054-bus   1.133060e-02 -1.697492e-01  0.0293310663
6076-bus   8.362381e-01 -5.907207e-02 -0.5041531227
8056-bus   4.366634e-02 -2.421827e-01  0.2367165148
5567-bus   5.946087e-01  4.981367e-01 -1.9466366140
6556-bus   6.094235e-02  4.459565e-01 -1.3003444613
4836-bus   6.347251e-01  4.804004e-02 -0.4847421686
8003-bus   8.399195e-02 -2.063208e-01  0.1196068628
6545-bus   2.659247e-01 -1.409562e-01  0.5314509309
6010-bus   1.098728e+00 -4.180230e-03 -0.7488799038
8856-bus   4.943289e-01 -2.633297e-01  0.4351510067
5202-bus  -2.458353e-01  2.465755e-02 -0.5476869045
4635-bus   7.498039e-01  1.637472e-01 -0.9278859035
8998-bus   7.351758e-01 -4.577936e-02 -0.3281219348
12588-bus  1.365901e-01 -2.018502e-01  0.1844723456
7726-bus   2.638289e-01 -3.136863e-01  0.3715071649
4785-bus   1.179523e+00  5.321705e-02 -0.5898841549
5325-bus  -1.335189e+00  4.327946e-01 -1.2067071003
5566-bus   5.711709e-01  4.701972e-01 -1.8770894178
5973-bus   2.326484e-01 -3.817385e-01  0.5726592706
6947-bus   4.602045e-01 -3.731070e-02  0.2961359385
7927-bus   6.620555e-03 -2.065119e-01  0.1428818543
4863-bus   3.836404e-01 -1.144506e-02 -0.6492642991
8806-bus   9.884527e-01 -1.489243e-01  0.0497177101
4884-bus   3.709041e-01 -1.292389e-02 -0.6927938875
8408-bus  -2.417989e-01 -2.360611e-02 -0.2731260366
7222-bus   4.173637e-01 -4.059507e-01  0.3271764522
8618-bus  -1.676542e-01 -2.343998e-01  0.5256025418
5994-bus   3.081143e-01 -3.408069e-01  0.4234051350
4888-bus  -8.154196e-01 -2.910941e-02  0.1199820570
8543-bus   2.788607e-01 -1.771810e-01  0.0921442637
8262-bus  -1.203873e-01 -2.365236e-01  0.4703641226
7445-bus   2.406600e-02  4.510936e-01 -1.3336373364
7744-bus   3.092577e-01 -3.213334e-01  0.3750671302
8707-bus   3.312179e-01 -2.034702e-01  0.0241820627
10569-bus  4.809826e-01 -1.017072e+00  2.5151749064
8174-bus   2.140354e-01 -2.004391e-01 -0.0934247777
7872-bus   3.331841e-01  1.141803e-01 -0.3027155070
9046-bus   1.576840e-01 -2.041380e-01 -0.0618374206
10652-bus -7.682992e-01 -1.655644e-01  0.4618874384
7875-bus   2.274508e-01 -2.688933e-01  0.0895903935
5196-bus  -2.888209e-01  1.913235e-02 -0.5169997522
6941-bus   5.024191e-01 -3.426029e-02  0.2467873891
7159-bus   6.172641e-01  1.110181e-01 -0.3628689769
7015-bus   1.169810e+00 -1.929790e-01 -0.2789477072
9456-bus   2.896468e-01 -6.416098e-01  1.4993570341
8327-bus  -4.344382e-01 -2.959843e-01  0.2852074457
7759-bus   7.307940e-01 -2.995298e-01  0.1860949084
7778-bus   5.445129e-01 -3.030334e-01  0.2681885817
5371-bus   1.088565e-02 -8.706581e-02 -0.4903430533
6591-bus   4.559381e-01  2.901102e-01 -1.0088871735
7332-bus   5.846013e-02 -3.339219e-01  0.6188083716
8421-bus  -8.498792e-01 -3.154448e-01  0.5725404617
5488-bus   1.636337e-01 -1.775027e-01 -0.2675567931
8416-bus   1.323575e-01  2.737620e-02 -0.1342856126
6198-bus   5.386828e-01 -4.285992e-01  0.3845598299
8220-bus  -4.226460e-01  2.211865e-01  0.0796422904
8371-bus  -2.064682e-01 -2.939468e-01  0.1962729432
8425-bus   1.933901e-01  3.416354e-02 -0.2536435602
8296-bus  -3.458653e-02 -2.630095e-01  0.0217111399
6238-bus   7.716510e-01 -4.174454e-01  0.3341979882
8780-bus   2.717544e-01 -3.861578e-01  0.7282559440
7805-bus  -9.930463e-01 -3.236947e-01  0.8704234376
7341-bus  -2.256791e-01 -1.514046e-01  0.1587827871
9004-bus  -9.190639e-01  2.072962e-01 -1.0890521140
7796-bus   8.786735e-01 -2.855913e-01  0.0883440880
4942-bus  -7.953228e-01 -2.323699e-01  0.4298355259
8237-bus  -2.608304e-02 -2.231279e-01 -0.1218794205
8765-bus   3.381632e-02 -3.816651e-01  0.8128871478
5300-bus   1.206121e+00 -1.007885e-01 -0.4531691550
5504-bus   7.971012e-01 -1.731392e-01  0.0847254343
6914-bus   2.950722e-01 -4.705478e-01  0.5096569136
7157-bus  -6.677394e-02 -1.574214e-01  0.1320481884
7086-bus   2.351337e-01 -1.233643e-02 -0.3095840041
5172-bus  -1.250630e-01  1.636709e-01 -1.0090947754
11013-bus -1.762132e-01 -2.744922e-01  0.5211580197
8523-bus   2.383319e-01  9.268663e-02 -0.3605073880
6109-bus   4.719930e-01 -5.123886e-01  0.6593050568
7244-bus   4.858641e-01 -4.338258e-01  0.3909529709
7506-bus   1.702969e+00 -8.607902e-02 -0.9875155699
9663-bus   1.818977e-01 -5.291555e-01  1.0977610312
4949-bus  -1.010750e+00  5.816197e-01 -1.4889491408
9162-bus  -1.064046e+00  9.990617e-02 -0.7140214165
7085-bus  -5.818130e-01  5.300411e-01 -1.3958054897
9751-bus  -5.189365e-01 -3.376582e-01  0.9415618015
8209-bus  -3.411396e-02 -1.449350e-01 -0.1148302757
5299-bus   7.924379e-01 -1.067112e-01 -0.2778277212
6830-bus   6.580808e-01 -4.497543e-01  0.3945796632
6418-bus   1.080444e+00 -3.744136e-01  0.1124020187
9715-bus   7.678806e-02 -6.418061e-01  1.3719487853
10547-bus -8.888996e-01 -7.298144e-02  0.1087130706
3603-bus  -2.591445e-01  1.831352e-01 -0.1870933164
10651-bus  2.012907e-01 -1.325680e-01 -0.0264967164
11035-bus -6.427407e-01 -1.379409e-01 -0.0227836523
8179-bus   9.633656e-02 -1.708719e-01 -0.2385112420
3663-bus  -2.609940e-01 -1.668231e-01  0.0166494513
6857-bus  -1.277202e-01 -5.261430e-01  1.0204004364
6845-bus   5.975426e-01 -4.315459e-01  0.3329017677
5528-bus   5.091684e-01  5.212995e-01 -1.9745160650
3676-bus   2.335313e-01 -8.776518e-02 -0.4023780903
8738-bus  -7.910311e-03 -1.796677e-01 -0.0890775072
7068-bus   3.213539e-01  2.154983e-02 -0.2971283540
8224-bus   2.529798e-02 -5.655887e-02 -0.3171099453
11291-bus -3.875690e-01 -1.953992e-01  0.0786096831
9536-bus  -1.499001e-01 -9.388207e-02  0.3292102615
9548-bus   5.571408e-01 -9.708318e-03 -0.1218488488
8988-bus   2.410834e-01 -5.815999e-02  0.2292377273
11296-bus -3.343136e-01 -2.013504e-01  0.0817479935
5562-bus  -9.622247e-01  5.370967e-01 -1.4838746477
5405-bus  -7.728717e-01 -2.747606e-01  0.3813766333
11293-bus -3.362869e-01 -2.012159e-01  0.0807222660
9230-bus   1.141541e-01 -8.572745e-02 -0.2304124915
5203-bus   4.705644e-01 -2.076279e-01  0.0606868751
7024-bus   1.533206e-03  3.551432e-03 -0.4834745224
7337-bus   1.752191e-01  8.283223e-02 -0.0496184085
8511-bus   6.369652e-01  2.240807e-02 -0.4422383684
8112-bus  -3.414793e-01  2.046765e-01  0.0895666347
9765-bus   3.332611e-02 -3.972483e-02 -0.0432523149
7045-bus   1.154472e+00 -1.831871e-01 -0.2892932134
7119-bus   3.430920e-01  2.603006e-01 -0.5429723183
6953-bus  -1.938408e-01  1.346845e-02  0.4016351432
6028-bus   6.300239e-01 -3.872703e-01  0.2303664815
7980-bus  -9.938474e-01 -3.389932e-01  1.0834794599
7090-bus   6.938651e-01 -2.480390e-03 -0.3856491856
6688-bus   5.851610e-01 -3.761576e-01  0.2984513109
9853-bus   5.011983e-01  1.144958e-01 -0.7458007401
5287-bus   6.352484e-01 -1.437957e-01 -0.1168120369
8068-bus  -3.067965e-02  1.216030e-01 -1.1628265424
6747-bus   4.665063e-01 -4.348417e-01  0.5151236249
8059-bus  -7.162615e-02  1.453136e-01 -1.2224726768
7614-bus   1.925008e-01 -1.896560e-01  0.1419798732
4934-bus  -3.951232e-01 -6.865106e-02 -0.2090479662
7508-bus  -1.895545e-01 -3.072716e-01  0.5792713750
7622-bus  -3.039663e-02 -2.276283e-01  0.3679348782
484-train  1.066281e+00 -1.964041e-01 -0.6270464903
7631-bus  -3.845776e-01 -2.230079e-01  0.5156788534
6309-bus   3.309885e-01 -4.731244e-01  0.5919286985
6451-bus   9.397048e-01 -2.126848e-01 -0.5381927260
5267-bus   5.699369e-01 -1.862973e-01  0.0246647454
6654-bus   3.354314e-01 -1.870177e-01 -0.3499634339
7064-bus  -5.512639e-01  6.142916e-01 -1.6655939372
3741-bus  -5.364966e-01  1.357294e-01  0.0725463007
6928-bus   3.544861e-01  1.132290e-01 -0.8204393094
8807-bus  -2.547658e-01 -3.519676e-01  0.8504545820
7386-bus  -4.785625e-02 -2.944924e-01  0.1556501282
7536-bus   5.161036e-01 -3.062162e-01 -0.0240126821
7399-bus  -2.073304e-01 -3.083620e-01  0.2689521033
8929-bus   9.685704e-01 -5.484247e-02 -0.8961338122
4764-bus   2.152917e+00  2.694813e-01 -1.5598716104
6606-bus   3.644857e-01 -2.097811e-01 -0.2896006548
3717-bus  -9.180420e-01  4.979155e-02 -0.2889246302
8427-bus   3.713415e-01 -7.775565e-02 -0.1755278879
5970-bus  -2.403179e-01 -1.052979e-01 -0.2464751611
5538-bus  -9.816260e-01  5.371479e-01 -1.4778849987
8412-bus  -2.699076e-01 -6.935430e-03  0.0017383791
3754-bus  -5.954389e-01  7.992096e-02  0.2689410389
6043-bus   6.847324e-01 -3.896311e-01  0.2202088774
10350-bus  2.135639e-01  7.304071e-02 -0.4357422208
9506-bus   5.913818e-01 -1.193540e-01 -0.1844464370
7103-bus   3.676998e-01  2.890538e-01 -0.6197150096
10347-bus  7.461535e-02  5.445296e-02 -0.3202957087
5432-bus   2.547385e-01 -9.577483e-02 -0.5684532546
8888-bus  -1.150283e-01 -4.527942e-01  1.0297676961
5411-bus  -2.647849e-01 -1.073595e-01 -0.3143292874
7635-bus  -1.434515e-01 -2.127783e-01  0.3907940097
6321-bus   9.489952e-01 -4.724182e-01  0.4474130799
3708-bus  -1.226206e+00  4.013021e-01 -0.3835036410
5477-bus   1.321894e-01 -5.028140e-02 -0.6199437281
6074-bus   5.648711e-02  2.149389e-01 -1.2973984006
8716-bus   1.011365e+00 -1.044259e-01 -0.4138865695
8386-bus   7.154099e-01 -6.922706e-02 -0.3511693212
8698-bus   1.142592e+00 -1.817732e-01 -0.1731986758
8680-bus   1.133602e+00 -1.442654e-01 -0.2666277067
8770-bus   4.359292e-01 -1.769829e-01  0.3009125686
8743-bus   1.134095e+00 -7.255337e-02 -0.6621808109
8719-bus   1.177285e+00 -1.545937e-01 -0.1735910254
5490-bus  -1.143364e+00  3.861901e-01 -0.9581521284
8695-bus   1.461215e+00 -8.741275e-02 -0.4984657871
5791-bus  -1.131811e-01 -5.398831e-02 -0.3526315073
8776-bus   9.174724e-01 -1.761793e-01 -0.1064756964
7203-bus  -8.486773e-01  5.277163e-01 -1.3514301651
5279-bus   8.987430e-01 -1.699685e-01 -0.1819813738
8119-bus  -2.037350e-01 -5.356612e-02 -0.5748782029
9190-bus  -3.789343e-02 -1.787965e-01  0.2464172002
8345-bus  -8.283392e-02 -2.665552e-01  0.1865342970
6258-bus   3.786479e-01 -4.841893e-01  0.6090022885
8459-bus   1.705603e-01 -2.951242e-01  0.4922358691
8337-bus   1.224724e+00 -1.033387e-01 -0.2941221614
5999-bus  -3.232244e-01  1.806091e-01 -1.0009290772
7460-bus   1.298857e+00 -6.601416e-02 -0.7908386236
6526-bus  -1.463601e-01 -2.558691e-01  0.1932280293
8909-bus   3.544617e-01  6.197862e-02 -0.8102654930
8013-bus   1.575277e-01 -3.808904e-01  0.3861945929
8073-bus   4.584571e-01 -3.515197e-01  0.1818622555
5258-bus   1.132786e+00  2.859982e-01 -1.4169942737
5188-bus   5.157940e-01  1.065303e-01 -0.7057852721
7327-bus   1.043802e+00  1.127838e-01 -0.4846975309
11789-bus  1.505694e+00 -8.491821e-02 -0.5053707647
8305-bus   6.414833e-01 -2.618168e-01 -0.1116347158
5890-bus   9.371325e-01 -1.534538e-01 -0.5526179561
5924-bus   4.052692e-01 -1.580921e-01 -0.3136047244
8019-bus   4.024504e-01 -3.934403e-01  0.3193441050
7353-bus  -5.776403e-01  1.559055e-01 -0.7580244738
6636-bus  -1.354074e-01  3.167780e-02 -0.6492752309
9529-bus  -2.421145e-01 -1.615343e-01  0.4778559191
3880-bus  -5.720490e-01  4.115915e-02  0.3284264989
7649-bus  -3.487534e-01 -5.771210e-02 -0.4260987265
9166-bus   9.853098e-02 -2.196972e-01  0.3030792179
7039-bus   1.101003e+00 -1.118837e-01 -0.4426956501
11494-bus  8.691472e-01  5.217267e-01 -1.7539965596
6846-bus   3.620225e-01  8.313845e-02 -0.7892382409
7596-bus  -6.279409e-01  7.601060e-03 -0.5085804532
8270-bus   6.295661e-01 -2.181339e-01 -0.2421661731
8576-bus  -2.573832e-02 -3.350998e-01  0.6882435724
3691-bus  -7.284826e-01 -1.721806e-01  0.2840161183
6824-bus   7.632482e-01 -3.880667e-01  0.1687657815
7547-bus  -1.339340e+00 -3.642766e-02 -0.1173014455
6576-bus   6.375443e-02 -2.541975e-01  0.0802925676
7504-bus  -1.034098e+00  7.710726e-02 -0.5546344805
7397-bus   8.884236e-01 -1.238175e-01 -0.1372461605
8385-bus  -2.103008e-01 -3.095190e-01  0.2603748602
6058-bus   9.287243e-01  3.183853e-02 -0.8985414541
9604-bus   4.511646e-01 -1.835544e-01  0.0525146489
8142-bus   4.607028e-01 -3.152769e-01  0.1336736295
7851-bus   9.307256e-01 -3.268775e-01  0.1517553241
7860-bus  -6.433010e-01 -2.234252e-01  0.4951022826
5189-bus   4.302278e-01  1.164021e-01 -0.6728094322
5954-bus   3.786506e-01 -6.232470e-02 -0.4251148241
6982-bus   3.306022e-01 -1.602428e-01 -0.2327172195
6115-bus   8.024875e-01 -2.077324e-01 -0.2855802608
3766-bus  -2.852304e-03  2.509896e-02 -0.0861805566
7489-bus   7.430878e-01 -3.160171e-01 -0.0497075935
7896-bus   3.216685e-01  9.368338e-02 -0.2039043928
8368-bus  -1.685343e-01 -3.191849e-01  0.2877703654
9070-bus   2.436941e-01 -8.488170e-02  0.2214100738
5240-bus   8.727661e-01  2.544957e-01 -1.2387022006
8958-bus   4.958216e-01 -2.003790e-01 -0.1437507224
8901-bus   6.100056e-01 -1.607298e-01 -0.2176797352
7686-bus  -6.965052e-02 -3.228494e-02 -0.3535057279
6400-bus   2.037056e-01 -3.408624e-01  0.3060286759
9713-bus   7.378479e-01 -1.314062e-01 -0.2881352197
7941-bus  -7.050516e-01  2.735518e-01 -0.1156534801
9545-bus   7.383471e-01 -1.282520e-01 -0.2298144793
8911-bus   6.225339e-01 -1.657327e-01 -0.2756389077
7102-bus   8.924959e-01 -3.043947e-01 -0.0337815579
8742-bus   5.000014e-01 -3.456863e-01  0.1989587329
8803-bus   5.773144e-01 -3.535079e-01  0.2836114564
8940-bus   1.744117e-01  2.959886e-02  0.2663487341
8632-bus   3.270558e-01 -1.275383e-01 -0.4868691982
6908-bus  -2.857627e-01 -1.906299e-02  0.5297111295
7781-bus   1.228824e+00 -1.890540e-01 -0.3308801763
10062-bus  6.769524e-01 -9.506463e-02  0.7313134223
6462-bus   1.204780e-01 -2.785556e-01  0.1574401231
7955-bus   9.347970e-02 -1.680793e-03 -0.8030452138
7879-bus   1.218215e-01 -3.818496e-02 -0.7403852938
7812-bus   4.632385e-01 -6.429552e-02 -0.8009724512
7847-bus   8.798336e-02 -5.037721e-02 -0.6977790284
5941-bus   5.187145e-01 -1.302563e-01 -0.3885841106
7490-bus  -1.038278e-01 -1.181527e-01 -0.0506466919
6439-bus   5.037239e-01 -3.313715e-01  0.1533070049
7481-bus  -9.276040e-02 -9.071400e-02 -0.1188009524
5086-bus  -8.725601e-01 -3.640017e-02  0.1664002945
7076-bus  -7.219559e-01  5.812759e-01 -1.5500250784
7026-bus   1.950829e-01 -1.554410e-01 -0.0368720515
7704-bus   3.598460e-01 -9.193254e-02 -0.6836182342
5144-bus  -4.927108e-01  4.424019e-03 -0.0211890747
6560-bus   2.431941e-01 -1.768142e-01  0.1176468434
5164-bus  -3.003544e-02  7.978349e-02 -0.4010487723
5012-bus  -2.268370e-01 -9.695254e-02 -0.3140754707
7377-bus  -7.932742e-01  2.264436e-01 -1.1504879451
8605-bus   6.077716e-02 -4.260439e-02 -0.1724195537
4996-bus  -3.071821e-01 -1.869626e-01 -0.1052950477
7100-bus  -3.774959e-01  4.127431e-01 -1.1323191476
11795-bus  1.495728e+00 -7.996965e-02 -0.3985285615
3684-bus  -4.975256e-01 -1.593335e-01  0.1649893649
9527-bus  -3.871966e-01 -2.271340e-01  0.6178030808
5697-bus  -5.872357e-01  5.479553e-01 -1.6645103715
8556-bus   3.670914e-01  2.364340e-01 -0.7370123144
6079-bus   9.276033e-01 -1.992236e-01 -0.3528075646
7388-bus  -2.107714e-02 -1.413574e-01  0.0397560624
7663-bus   1.539806e+00 -2.057930e-01 -0.3973166562
5589-bus  -9.259739e-01  5.369714e-01 -1.4946806328
7400-bus   1.505963e-01 -1.588543e-01  0.0491479367
7950-bus   3.273982e-01 -3.965122e-01  0.4006935043
11058-bus -1.061437e+00  5.186997e-01 -1.4477409506
6921-bus   2.250855e-01 -1.702025e-01 -0.1489443600
9320-bus   1.498203e-01 -2.464277e-01  0.0670717449
7012-bus   3.322094e-01  2.376674e-02 -0.3193383429
7263-bus   2.851194e-01 -3.140723e-01  0.4574893821
6997-bus   4.004069e-01 -1.157961e-01 -0.2123165042
7561-bus  -3.399911e-01  2.163671e-01 -0.9970759067
5232-bus  -1.073426e-02  7.590249e-03 -0.5995530147
1186-tram -8.952725e-01 -1.920913e-01  0.3307058521
4936-bus   9.233092e-03  1.790197e-02 -0.6284965672
5643-bus  -9.771212e-01  5.329681e-01 -1.4677530255
11297-bus -4.636747e-01 -1.819929e-01  0.0688874258
7043-bus   6.043502e-01 -4.090632e-03 -0.5684551479
11073-bus -1.021425e+00  5.257003e-01 -1.4760533727
7152-bus   1.294254e+00 -2.321323e-01 -0.3092880437
7454-bus   1.576711e-01 -1.268796e-01 -0.0740900580
7002-bus   3.872615e-01 -1.857056e-02 -0.3120667382
8103-bus  -6.500828e-01  3.199889e-01 -0.2459216925
6502-bus   4.966661e-01 -3.243069e-01  0.1257592330
4714-bus  -8.264694e-01  5.122460e-01 -1.5614131365
5381-bus   5.640962e-01 -8.972258e-02 -0.2289755003
9194-bus   7.934754e-01 -6.102766e-01  1.0816492553
7154-bus   1.847966e-01 -4.578470e-01  0.5920403140
5225-bus   6.820046e-01  2.098465e-01 -1.0268773550
11376-bus -1.663328e-01 -2.592613e-01  0.1354720263
6042-bus   1.004637e+00 -1.839974e-01 -0.4260037821
5410-bus   1.172833e+00  2.079721e-01 -1.4995504383
5137-bus   1.250789e-01  7.488050e-02 -0.4810150729
10646-bus -4.226063e-01 -8.524337e-02  0.0182115565
5717-bus  -6.967254e-02  9.944365e-02 -0.7474437434
9474-bus   2.515837e-01 -7.346575e-01  1.7925770634
9594-bus   2.745431e-01 -3.587249e-01  0.6799848106
8026-bus   6.889665e-02 -1.675696e-01 -0.2819560201
6018-bus   9.577602e-01 -1.472135e-01 -0.5265062986
11306-bus -4.505442e-01 -9.748706e-02 -0.1396514538
7394-bus  -5.664577e-01  1.340985e-01 -0.6855807651
6353-bus  -1.342531e-01 -4.288860e-01  0.6784105367
6200-bus   3.815533e-02 -3.501847e-01  0.3491064850
7009-bus   4.038329e-01 -8.319090e-02 -0.2377099197
1204-tram -5.903417e-01 -1.695582e-02 -0.2272088040
9110-bus  -5.153239e-02 -1.610948e-01  0.1534589555
7986-bus  -6.432690e-01  2.816547e-01 -0.1167561140
9513-bus   5.377453e-01 -7.240068e-01  1.6362258835
7379-bus   1.234144e-01 -3.160402e-01  0.5408549625
10667-bus -8.445984e-01 -9.036747e-02  0.2088468641
7830-bus   1.083216e+00 -2.613631e-01  0.0461859623
8991-bus   8.468163e-01 -8.334774e-02 -0.8070358313
8472-bus   4.193451e-01 -3.481944e-02 -0.2666963106
6347-bus  -3.202595e-02 -4.339876e-01  0.7183913998
5198-bus   5.955982e-01  1.359882e-01 -0.7850578864
8935-bus   6.955030e-01 -9.994085e-02 -0.6426447607
