                Factor1       Factor2       Factor3
10227-bus -8.882046e-01  1.600328e-02  0.2583470235
3635-bus  -9.474391e-01  1.396856e-01 -0.8767126163
11946-bus -1.117615e+00 -1.729464e-02 -0.2529688446
10091-bus -1.645558e+00 -4.491773e-01  1.1014612193
10787-bus  8.731857e-02  7.103107e-02 -1.0428282439
10846-bus -9.797739e-01 -2.233194e-02 -0.3432062485
11902-bus -9.218484e-01 -1.814378e-01  0.1559441958
11967-bus -1.154877e+00 -1.221224e-02 -0.2544277405
10271-bus -8.104467e-01  5.463119e-03 -0.3217500859
10297-bus  9.009103e-02 -4.133697e-02 -0.7362289908
10286-bus -8.513149e-02 -4.025319e-02 -0.6026947904
6366-bus  -1.125524e+00 -5.199013e-01  1.3103101174
6438-bus  -1.420261e+00 -4.189328e-01  1.0977498527
6415-bus  -1.473018e+00 -4.294100e-01  1.1784907333
6529-bus  -3.839058e-01  2.680428e-01 -1.5295603691
10127-bus -1.452511e+00 -3.903513e-01  0.8623862232
11908-bus -8.917003e-01 -2.751916e-01  0.3504990050
11835-bus -9.015313e-01 -1.217628e-02 -0.4002250646
3629-bus  -1.240846e+00  7.848729e-02 -0.5720408230
10061-bus -1.521960e+00 -4.420317e-01  1.0435025441
10013-bus -1.484419e+00 -3.444617e-01  0.7349035701
9941-bus  -1.427735e+00 -3.541502e-01  0.7477886148
11868-bus -1.200282e+00 -6.153910e-04 -0.2897465502
8188-bus  -4.951685e-01 -1.787695e-01  0.1587097995
10212-bus -1.208648e+00 -7.398473e-02  0.1655763080
12060-bus -2.127641e+00 -2.681604e-01  0.8781510668
4452-bus  -1.141423e+00  2.195124e-02 -0.5055668261
9812-bus  -1.425980e+00 -3.239812e-01  0.6566109721
9712-bus  -1.348358e+00 -3.119704e-01  0.5938691453
10070-bus -1.493222e+00 -2.787574e-01  0.5350983700
5983-bus  -6.506048e-01 -1.203628e-01 -0.0328225844
9613-bus  -1.327993e+00 -3.138045e-01  0.5934121385
5470-bus  -1.601774e+00 -2.165179e-01  0.5121824734
9315-bus  -1.349808e+00 -3.375370e-01  0.6712241824
10694-bus -1.660187e+00  1.346908e-01 -0.5602703877
4234-bus  -1.949777e+00  1.310425e-01 -0.3751050072
12740-bus -6.588951e-01 -3.515048e-01  0.4283375098
11976-bus -8.025226e-01 -1.450350e-01 -0.0368704811
11847-bus -1.091245e+00 -2.450957e-01  0.3997176328
10037-bus -1.506363e+00 -2.857723e-01  0.5803069288
4462-bus  -1.121384e+00  3.993804e-02 -0.5626220241
10446-bus -1.306336e+00 -1.889882e-01  0.2271308035
10398-bus -1.317074e+00 -2.178141e-01  0.3180461209
10477-bus -1.602853e+00 -1.892061e-01  0.3497860107
4284-bus  -1.350080e+00 -7.938293e-02 -0.0422285731
10449-bus -1.612828e+00 -1.420891e-01  0.2099052352
10284-bus -1.671212e+00 -3.474679e-01  0.8250748865
10243-bus -1.562042e+00 -3.092133e-01  0.6749324947
10359-bus -1.614283e+00 -2.325252e-01  0.4846718968
11937-bus -1.723572e+00 -1.594314e-01  0.4023004095
10195-bus -1.489063e+00 -4.151266e-01  0.9481380402
10187-bus -1.008102e+00  1.088224e-01 -0.2596447247
5575-bus  -1.156588e+00 -3.247492e-02 -0.2365469204
10319-bus  4.217124e-02 -1.368331e-01 -0.0547018800
10273-bus -5.762641e-01 -9.945207e-03  0.0073839213
12-bus    -1.249132e+00  4.280656e-03  0.2688318241
3116-bus  -1.601770e+00  2.745701e-01 -1.0174310261
11893-bus -8.759815e-01  1.340725e-02 -0.4658471614
10072-bus -5.233201e-01  3.134665e-01 -1.1441333099
5615-bus  -1.104883e+00 -8.973947e-02 -0.1100283156
11671-bus -1.870388e+00 -1.064224e-01  0.2297983559
12003-bus -9.001840e-01 -2.644807e-01  0.3611753740
6385-bus  -1.373662e+00 -5.459512e-01  1.4796519960
6988-bus  -1.351427e+00  1.679932e-01 -0.8203957903
12622-bus -3.992364e-01 -9.943169e-02 -0.0683024813
10036-bus -2.618612e-01  2.405748e-01 -1.0241317545
12671-bus -8.781851e-01 -1.007760e-01  0.1280761626
12755-bus -6.150092e-01 -3.329937e-01  0.3584740327
11914-bus -1.126405e+00 -2.994202e-01  0.5798851612
11952-bus -1.631846e+00 -1.435175e-01  0.3272837520
11694-bus -1.016218e+00  7.544921e-02 -0.6459955966
4425-bus  -7.490685e-01 -7.718652e-02 -0.3062850852
12462-bus -1.663392e+00 -5.223677e-01  1.3468955074
4712-bus  -1.554253e+00 -2.101542e-01  0.3634414272
4267-bus  -1.364568e+00  1.430854e-01 -0.6571490458
11949-bus -8.179921e-01 -2.320497e-01  0.2366450179
3110-bus  -1.016935e+00  2.268669e-01 -1.1146092388
11670-bus -1.946687e+00 -2.164106e-01  0.5880191979
11120-bus -1.464366e+00 -3.178099e-01  0.6798445883
3273-bus  -1.257287e+00  1.267842e-01 -0.5684991437
5530-bus  -1.205523e+00  2.137433e-01 -0.7927868124
3095-bus  -1.086500e+00  1.674613e-01 -0.9119777320
3094-bus  -1.650116e+00  1.976133e-01 -0.7682778454
6732-bus  -5.551741e-01  2.543994e-01 -1.4022228280
4419-bus  -7.258218e-01 -1.024140e-01 -0.2209412718
4189-bus  -7.859777e-01  1.979925e-01 -1.0474759766
3136-bus  -1.578514e+00  2.474108e-01 -0.9443335489
4779-bus  -5.547717e-01 -1.444529e-01 -0.1748711539
6394-bus  -1.012467e+00 -5.437141e-01  1.3048379267
4377-bus  -3.633894e-01  1.196359e-01 -1.0653648680
3426-bus  -1.754383e+00  1.445210e-01 -0.3993366424
4752-bus  -4.004895e-01 -1.081420e-01 -0.3321802406
4824-bus  -7.858656e-01 -1.858650e-02 -0.4577280631
5860-bus  -1.292912e+00 -1.844208e-01  0.4168417537
3089-bus  -1.681113e+00  1.668405e-01 -0.6658133672
3500-bus  -1.176121e+00  1.072211e-02 -0.2793158458
4749-bus  -4.782999e-01 -1.292297e-01 -0.2433356621
632-train -1.499933e+00  7.369811e-02 -0.4482676765
5459-bus  -1.632659e+00 -2.687723e-01  0.7044609266
4806-bus  -6.643331e-01  5.404330e-03 -0.5673749748
5750-bus  -8.084197e-01  7.668514e-02 -0.6896537108
3088-bus  -1.037763e+00  1.641680e-01 -0.9168930593
4734-bus  -1.263579e+00 -1.767145e-01  0.2038628204
3109-bus  -1.368976e+00  1.239745e-01 -0.5525553661
12010-bus -2.110740e+00 -2.880186e-01  0.9331591723
12019-bus -2.096278e+00 -2.924403e-01  0.9420804354
11886-bus -1.514368e+00 -3.668081e-01  0.9304736337
3641-bus  -1.224824e+00  9.338527e-02 -0.6227901348
9956-bus  -9.427765e-01 -2.491469e-01  0.2332378363
9899-bus  -1.309586e+00 -2.266059e-01  0.3173917761
6481-bus  -6.378458e-01  5.697759e-02 -0.7379829226
5617-bus  -1.363364e+00 -3.111682e-02 -0.0001982964
12158-bus -1.547333e+00 -4.547745e-01  1.1147197667
3086-bus  -1.650259e+00  2.006423e-01 -0.7771157352
3282-bus  -1.316963e+00  1.058361e-01 -0.4740729498
11931-bus -6.109795e-01 -1.136982e-01 -0.2033469841
3375-bus  -1.584326e+00 -3.565047e-02  0.0474014350
3414-bus  -1.436179e+00  1.139991e-01 -0.4580344089
12231-bus -9.820343e-01  2.003626e-01 -1.0349998278
7407-bus  -1.255097e-01 -3.058078e-01  0.2143837916
3112-bus  -1.495123e+00  4.655269e-02 -0.2766840582
11793-bus -1.175026e+00 -1.623095e-01  0.1033221662
3119-bus  -1.361813e+00  1.290984e-01 -0.5709953882
9053-bus  -1.286594e+00 -2.933994e-01  0.5259131534
5039-bus  -2.211123e-01 -1.663309e-02 -0.7071606579
12663-bus -9.110746e-01 -3.554627e-01  0.5481752507
12674-bus  7.206079e-01 -2.184238e-01 -0.0882035510
12724-bus  7.461204e-01 -1.888392e-01 -0.1360332485
10214-bus -6.257584e-01  1.340974e-01 -0.5939669447
12000-bus -2.349621e+00 -2.928953e-01  1.0491905848
7492-bus  -7.029383e-02 -3.140141e-01  0.2202386372
12227-bus -1.227955e+00  2.224507e-01 -1.0110923924
4232-bus  -8.117397e-01 -8.176781e-02 -0.2366290846
10261-bus -8.654256e-01  5.695962e-01 -1.3635475810
10241-bus -6.314886e-01  6.319911e-01 -1.6479700331
10282-bus -6.861839e-01  1.964431e-01 -0.6241084036
4198-bus  -8.262858e-01  1.916801e-01 -1.0157201860
12637-bus -8.834272e-01 -6.442116e-02  0.0360985467
2962-bus  -5.809581e-01  3.405354e-02 -0.6789418047
4103-bus  -1.643075e+00 -1.124469e-01  0.1996317687
10262-bus -7.473240e-01  2.960612e-01 -0.8307977771
10220-bus -1.088613e+00  6.443127e-01 -1.4816921757
4104-bus  -1.311040e+00 -1.082028e-01  0.0541327697
6489-bus  -8.979083e-01 -4.467061e-01  0.9557356873
4761-bus  -6.147523e-01 -3.599692e-02 -0.4555099644
4731-bus  -6.472800e-01 -6.390068e-02 -0.3598204704
4115-bus  -1.363813e+00 -1.665490e-01  0.2487089891
3300-bus  -1.270112e+00  9.434278e-02 -0.4503144729
5953-bus  -1.266379e+00 -1.861800e-01  0.1805569748
12238-bus -9.046904e-01  1.305684e-01 -0.8432510156
3113-bus  -1.530056e+00  1.743250e-02 -0.1787603725
4092-bus  -1.049649e+00 -5.074160e-02 -0.2377479435
4112-bus  -9.366397e-01 -1.133811e-01 -0.1009933122
11962-bus -1.918965e+00 -4.695055e-01  1.3785065389
11979-bus -9.267834e-01 -5.149382e-02 -0.2336309708
4142-bus  -6.525470e-04 -2.377919e-01 -0.0994772985
10203-bus  3.550593e-01  1.352407e-01 -0.6045380498
10826-bus  2.854806e-01  1.803405e-02 -0.9731264137
3154-bus  -1.086797e+00 -2.905768e-01  0.4882271375
10191-bus -9.163110e-01  1.094558e-01 -0.3135605630
3803-bus  -1.235343e+00  1.535609e-01 -0.7632692885
11158-bus -7.594953e-01 -2.747594e-01  0.2778281244
11958-bus -1.927445e+00 -4.759713e-01  1.4033509266
4695-bus  -1.157328e+00 -1.796474e-01  0.1803037829
12703-bus -8.024759e-01 -1.737355e-01 -0.0088768846
12189-bus -1.011732e+00 -1.434695e-01  0.0168256610
4204-bus  -1.394754e+00  1.672419e-01 -0.7062295505
12007-bus -2.321769e+00 -2.848281e-01  1.0165559036
5997-bus  -1.234869e+00 -2.056688e-01  0.2281683837
7333-bus  -6.812408e-01 -4.798912e-01  1.0141007785
11974-bus -3.295653e-01 -5.496234e-02 -0.4671359606
4683-bus  -1.177584e+00 -1.985861e-01  0.2444062833
12321-bus -1.572542e+00 -4.233445e-01  1.0179839331
11986-bus -1.102724e+00 -3.362163e-02 -0.2072038069
5431-bus  -1.691002e+00 -2.770338e-01  0.7559417689
12630-bus -8.637700e-01 -3.818702e-01  0.6132748233
5635-bus  -6.539900e-01 -3.872411e-01  0.5360603499
5722-bus  -1.539972e-01 -2.769709e-01  0.0966940272
12051-bus -1.576845e+00 -2.539140e-01  0.6322752303
5543-bus  -1.176451e+00 -3.218977e-01  0.5709747566
5813-bus  -1.129533e+00 -3.959826e-01  0.7262435812
5854-bus  -4.198936e-01 -3.297365e-01  0.3753047140
5779-bus  -3.386225e-01 -3.091898e-01  0.1459630574
5762-bus  -4.527491e-01 -2.649797e-01  0.0716435669
5738-bus  -4.868410e-01 -2.938986e-01  0.1701839698
5984-bus  -1.019118e-01 -1.909566e-01 -0.2866476818
5821-bus  -3.717479e-01 -1.938541e-01 -0.1693751717
5788-bus  -2.310439e-01 -3.606495e-01  0.2713237115
5863-bus  -4.060340e-01 -2.440804e-01  0.1983532756
5843-bus  -7.462142e-01 -4.348670e-01  0.8804423256
10348-bus  3.675771e-01 -4.146678e-02 -0.8658673206
10322-bus  6.809896e-02 -1.849864e-02 -0.8439921299
5063-bus  -4.725662e-01 -9.973576e-02 -0.3472486152
4434-bus  -6.722824e-01 -2.147825e-01  0.0817287753
11953-bus -7.561473e-01 -2.613038e-02 -0.3840407849
4348-bus  -1.242080e+00 -2.527684e-01  0.4034391259
3161-bus  -1.586148e+00  2.411963e-01 -0.9230607674
11779-bus -1.236316e+00  3.025614e-02 -0.4326234133
12627-bus -6.746582e-01 -4.571311e-01  0.7530374418
11733-bus -8.746412e-01  1.163221e-01 -0.8136579461
3318-bus  -1.271946e+00  7.065719e-02 -0.3764337380
5059-bus  -4.358999e-01 -1.499136e-01 -0.2059882852
4522-bus  -1.104846e+00 -3.361399e-01  0.5708498333
11171-bus -4.451546e-01 -2.576815e-01  0.1382109964
5885-bus   5.622147e-01  1.824543e-01 -1.4167646840
12652-bus  6.896622e-01 -7.805345e-02 -0.1625873841
8251-bus   2.204562e-01 -7.865268e-02 -0.4287521777
11961-bus -1.754928e+00 -3.423579e-01  0.9388987814
11135-bus -9.053514e-01 -2.013998e-01  0.1216223675
3311-bus  -1.482504e+00 -1.548847e-01  0.2316681073
3270-bus  -1.979226e+00 -6.568658e-02  0.3149508535
10252-bus -7.719459e-01  4.203366e-02 -0.3864841675
3494-bus  -1.825217e+00 -4.157132e-02  0.0396434804
12069-bus -1.178709e+00 -1.114684e-01  0.0246279505
5420-bus  -1.683273e+00 -2.595714e-01  0.6997161875
5804-bus  -2.307768e-01  4.540498e-02 -0.6950099635
6582-bus  -6.808870e-01 -2.667611e-01  0.3760771111
5726-bus  -5.597228e-01 -5.274660e-02 -0.2680522085
3101-bus  -2.042230e+00 -1.518661e-01  0.4560079424
12628-bus -3.768119e-01 -1.007372e-01 -0.0706787709
12218-bus -1.193164e+00  2.524491e-01 -1.1249600929
11764-bus -1.464728e+00  7.135005e-02 -0.4575307871
5555-bus  -1.044639e+00 -6.305705e-02 -0.2268739105
4268-bus  -4.306874e-01  1.351154e-02 -0.6745705999
5587-bus  -9.939185e-01 -1.218415e-01 -0.0626796910
3323-bus  -2.073205e+00 -1.958018e-01  0.6055942553
4210-bus  -1.674500e+00  1.558650e-01 -0.5569441715
4545-bus  -1.730258e+00 -4.207649e-01  1.1531594938
11164-bus -4.742199e-01 -2.774354e-02 -0.6052722941
12141-bus -1.237138e+00 -3.216122e-01  0.5897291853
5440-bus  -1.689978e+00 -2.444512e-01  0.6556848922
4248-bus   1.017977e-01 -1.637398e-01 -0.3592658863
4067-bus  -7.275151e-01 -3.686093e-01  0.5331263667
11985-bus -1.547651e+00 -5.473960e-02  0.0348426840
10777-bus  2.944517e-01  9.593471e-02 -1.2128766230
4753-bus  -1.519208e+00  3.524436e-01 -1.1619988951
556-train -4.328371e-01 -2.084559e-02 -0.5313174863
8537-bus  -3.178760e-01  2.240436e-01 -1.4102025141
4390-bus  -7.042184e-01 -2.023688e-01  0.0536390144
7315-bus  -8.213161e-01 -4.992242e-01  1.1174472730
11965-bus -1.881320e+00 -3.141034e-01  0.9299528836
4363-bus  -7.307014e-01 -1.889342e-01  0.0210586519
7223-bus  -3.936788e-01 -3.951963e-01  0.6406645905
5906-bus  -4.055663e-01 -3.694811e-01  0.5760296595
8564-bus  -6.363120e-01  2.231563e-01 -1.2807693324
10256-bus -5.566893e-01 -7.616932e-02 -0.0734639897
8654-bus  -6.455551e-01  2.146378e-01 -1.2520756378
5644-bus  -6.077507e-01 -7.582211e-02 -0.1836038612
12201-bus -1.103843e+00 -1.328833e-01  0.1358946222
8468-bus  -9.521199e-01  2.184879e-01 -1.1391872232
7262-bus  -2.089064e-01 -3.860154e-01  0.5318349289
3337-bus  -1.878224e+00 -1.533684e-01  0.4054864956
3100-bus  -1.608914e+00 -1.464839e-01  0.2473469464
5707-bus  -1.052891e+00  6.924556e-02 -0.5280212982
3345-bus  -1.757287e+00 -6.879411e-02  0.2296226819
11956-bus -1.345669e+00 -2.742472e-01  0.5729652450
11817-bus -1.773729e+00 -2.076961e-01  0.5500075813
3103-bus  -1.113817e+00 -1.101042e-01 -0.0407135803
12030-bus -1.342429e+00 -2.257514e-01  0.4462854293
12137-bus -1.124747e+00 -3.233846e-01  0.5597187003
3149-bus   3.329892e-01  1.469433e-01 -1.4140099097
3187-bus  -1.576964e+00  2.501283e-01 -0.9492655224
6378-bus  -9.810718e-01 -4.706245e-01  1.0770716686
8501-bus  -3.074470e-01  2.286974e-01 -1.4282419532
6492-bus  -6.396236e-01 -2.950131e-01  0.4591506992
5672-bus  -8.172247e-01  4.017194e-02 -0.5702993372
4546-bus  -8.478321e-01 -2.636025e-01  0.2776031598
3444-bus  -1.389736e+00  4.929558e-02 -0.2740074309
11970-bus -1.592544e+00 -4.150238e-01  1.0901873471
11742-bus -9.357217e-01  1.130510e-01 -0.7847586086
5929-bus   5.233669e-01  2.425510e-01 -1.5866722905
4606-bus  -4.198552e-01 -2.263149e-01  0.1031793166
5585-bus  -6.050941e-01 -6.945118e-02 -0.2045582522
5591-bus  -1.033824e+00 -3.382879e-01  0.5288621311
5117-bus   1.694598e-01  5.305611e-02 -1.0660243319
10238-bus -9.415323e-01  2.665490e-01 -0.6954878325
5140-bus   5.633434e-01  3.725001e-02 -1.1693385731
3163-bus   4.118850e-01  1.160560e-01 -1.3453981598
6792-bus  -6.266941e-01  1.958748e-01 -1.1798051922
4579-bus  -1.782387e+00 -3.848756e-01  1.1365161303
8588-bus  -6.800263e-01  1.678851e-01 -1.0941056566
11926-bus -1.746491e+00 -3.708747e-01  1.0292463077
3482-bus  -7.833729e-01 -6.418189e-02 -0.2263422483
12043-bus -9.599751e-01  6.417262e-02 -0.5724628780
5216-bus  -1.438426e-01 -2.929187e-02 -0.6893400651
11968-bus -1.602177e+00 -4.392361e-01  1.1666071138
4765-bus  -1.518297e+00  3.616325e-01 -1.1662725660
12542-bus  4.276182e-01 -1.380786e-02 -0.6218440597
5183-bus   5.049321e-01 -1.415799e-02 -0.9947938011
11998-bus -2.657950e-01 -6.977057e-02 -0.4615599085
5066-bus  -7.441734e-01  1.218160e-01 -0.9046748562
9098-bus  -1.302921e+00 -9.143419e-02 -0.0878627498
10221-bus -7.719562e-01 -6.103925e-02 -0.0380083008
3166-bus  -9.760761e-01 -1.301153e-01 -0.0756799503
5549-bus  -1.158073e+00 -1.130606e-01  0.1553226960
12290-bus -1.504273e+00 -3.647182e-01  0.8184225317
5564-bus  -1.012609e+00 -3.540847e-01  0.5701450975
12533-bus  1.840964e-01 -8.313335e-02 -0.3214876907
4384-bus  -1.166664e+00 -2.199352e-01  0.2795865534
11652-bus -1.861067e+00 -2.022547e-01  0.5213721438
3205-bus  -1.626271e+00  2.093624e-01 -0.7985152904
3104-bus  -1.276853e+00 -1.146413e-01  0.0192510411
3376-bus  -8.064993e-01  2.848573e-02 -0.5723410167
9875-bus  -1.386512e+00 -1.071959e-01  0.0476384864
4059-bus  -6.600629e-01 -2.928795e-01  0.2823388301
11977-bus -1.331035e+00 -4.570131e-01  1.1069661361
3358-bus  -7.703397e-01  4.603678e-02 -0.6371333272
4197-bus  -1.072673e+00 -4.057687e-02 -0.2597072462
5146-bus   6.790629e-01  2.792175e-02 -1.1763288395
3211-bus   6.737802e-01  2.919412e-01 -1.9657688367
4086-bus  -7.316484e-01 -3.591661e-01  0.5052985127
490-train  4.184428e-01  3.827369e-02 -1.1004600783
3316-bus  -1.307922e+00 -4.086594e-03 -0.2824145618
10007-bus -1.568764e+00 -4.529386e-01  1.0914334124
11802-bus -9.636770e-01  2.656819e-01 -1.2347428730
10079-bus -1.578246e+00 -4.774203e-01  1.1683246443
9923-bus  -1.409930e+00 -3.988725e-01  0.8782893905
11950-bus -1.482029e+00 -2.885086e-01  0.6986459353
9884-bus  -1.120433e+00 -3.682042e-01  0.6660870058
3343-bus  -7.420293e-01  7.458410e-02 -0.7329145193
9706-bus  -1.109944e+00 -3.321787e-01  0.5537849029
10198-bus -1.124989e+00 -3.370100e-01  0.5703365916
11788-bus -1.825775e+00 -2.565885e-01  0.7143148080
12575-bus  3.523339e-02 -9.380937e-02 -0.2427293341
10202-bus -1.114734e+00  6.374831e-01 -1.4526859074
12152-bus -9.624517e-01 -3.908953e-01  0.6839069659
11830-bus -1.737035e+00 -1.741277e-01  0.4361031252
8630-bus  -8.033285e-01  8.498714e-02 -0.7861148437
5035-bus  -1.540085e+00  1.982636e-02 -0.2671363957
3352-bus  -1.231998e+00  8.983735e-02 -0.5912848438
10167-bus -9.215788e-01 -8.945729e-03  0.0807387711
5495-bus  -1.424294e+00 -3.472319e-01  0.7064172730
3330-bus  -1.203694e+00  8.196344e-02 -0.4330831211
4182-bus   1.939401e-01 -1.173925e-01 -0.5289204295
5152-bus   8.130906e-01  2.868300e-02 -1.2209958046
3277-bus  -1.012365e+00  3.688233e-02 -0.4909595905
10230-bus -6.666770e-01 -3.232206e-02 -0.1579191482
5629-bus  -1.277689e+00 -1.590651e-01  0.3349690575
4175-bus   1.274381e-01 -1.423194e-01 -0.4307502861
10488-bus -1.315828e+00 -1.182528e-01  0.0153553517
12576-bus -1.100249e+00 -6.286886e-01  1.4328473970
4430-bus  -1.088554e+00  4.003945e-02 -0.4695215568
4800-bus  -1.530667e+00 -2.117345e-01  0.5847734032
4418-bus  -1.068726e+00  5.842662e-02 -0.5313933997
12004-bus -6.843921e-01  1.242301e-02 -0.5229671525
6310-bus  -7.758384e-01 -4.366746e-01  0.9009327710
3799-bus  -1.915596e+00  9.280273e-02 -0.3334746675
4595-bus  -4.947473e-01 -2.940184e-01  0.3300679449
6912-bus  -6.665943e-01 -5.054494e-01  0.9907183862
6937-bus  -6.113085e-01 -5.179185e-01  0.9903666139
6904-bus  -5.973877e-01 -5.069122e-01  0.9603257318
6943-bus  -6.333899e-01 -4.941968e-01  0.9246762990
6958-bus  -3.907868e-01 -4.456738e-01  0.6678029528
7095-bus  -2.185888e-01 -3.368574e-01  0.3368705379
6964-bus  -7.635923e-02 -3.919904e-01  0.3815959100
6973-bus  -5.721345e-01 -3.436378e-01  0.4658363727
4125-bus  -7.368397e-01 -4.547208e-01  0.7968603832
4172-bus   7.063514e-02 -2.064818e-01 -0.2179794641
5920-bus  -9.149125e-01 -1.142874e-02 -0.2530534603
3370-bus  -1.187174e+00  1.334667e-01 -0.7376890752
3123-bus  -1.172166e+00 -5.677100e-03 -0.1999117947
4170-bus   3.171447e-02 -2.009937e-01 -0.2231269802
12601-bus -2.273146e-01 -8.454400e-02 -0.1614863626
4841-bus  -1.374150e+00  2.410716e-01 -1.0018062347
6466-bus  -7.110437e-01 -3.101731e-01  0.5359610871
5047-bus  -3.797762e-01 -1.100812e-01 -0.3445668579
4196-bus   8.437759e-02 -1.857760e-01 -0.2866467544
4161-bus  -1.023633e+00 -3.979031e-01  0.7902604435
4823-bus  -1.378276e+00  2.373796e-01 -0.9931816913
6667-bus  -7.718822e-01 -2.876937e-01  0.4559106661
11842-bus -1.498577e+00  3.079335e-01 -1.1367407618
5704-bus  -1.446335e+00 -1.453605e-01  0.3726461958
8636-bus  -8.514920e-01  4.338233e-02 -0.6414851997
3792-bus  -7.439278e-01  1.144073e-01 -0.8560268837
3281-bus  -9.660926e-01  1.335109e-01 -0.8191831926
3351-bus  -1.246578e+00  9.625135e-02 -0.4633928132
5122-bus   5.824169e-01  2.824023e-02 -1.1214271790
493-train -8.402943e-01  1.865912e-01 -1.0483171898
5107-bus  -2.965408e-01  5.051493e-03 -0.7209532426
11832-bus -1.182143e+00  2.911763e-01 -1.2138156734
11833-bus -5.846846e-01  2.840834e-01 -1.4361808650
658-train -4.886610e-01  1.061708e-01 -0.9835021565
3349-bus  -1.831526e+00 -1.300791e-01  0.3539395398
3107-bus  -1.188427e+00  2.434042e-01 -1.0883143760
4957-bus  -8.137430e-01  2.113901e-01 -1.1318300411
6442-bus  -6.007914e-01 -2.968513e-01  0.4659943420
3097-bus  -1.033510e+00  2.057999e-01 -1.0490245237
3348-bus  -1.607678e+00 -5.445672e-02  0.1397805648
5684-bus  -1.206720e+00 -1.190055e-01  0.1914675685
9297-bus  -7.117593e-01 -2.916636e-01  0.2770568954
5506-bus  -1.059822e+00 -3.520988e-01  0.5787584690
5687-bus  -6.505484e-01 -3.717093e-01  0.4576196779
4776-bus  -4.597503e-01 -2.292513e-01  0.1904201904
4121-bus  -5.572013e-01 -4.084033e-01  0.5999212446
3467-bus  -6.199740e-01  5.033328e-02 -0.7263734209
7997-bus  -7.881960e-01 -3.557406e-01  0.6741998780
3092-bus  -7.628919e-01  1.821051e-01 -1.0931379849
3158-bus  -1.474989e+00  2.835671e-01 -1.0917394365
4704-bus  -1.355143e+00  7.892043e-02 -0.4618033831
3118-bus  -1.143085e+00  2.880314e-01 -1.2374348937
4797-bus  -9.391087e-01 -2.242479e-01  0.3804938262
9435-bus  -7.576932e-01 -3.664530e-01  0.5181043407
10049-bus -1.390259e+00  6.697664e-02 -0.3831097631
3269-bus  -1.731432e+00  4.397964e-02 -0.2564601199
8364-bus   7.388423e-01  6.376318e-02 -1.0239660466
3377-bus  -9.283075e-01 -1.434339e-01  0.0214609320
11896-bus -9.778883e-01 -2.645886e-01  0.3537616200
3139-bus  -1.478869e+00  2.827842e-01 -1.0878003983
3451-bus  -6.206519e-01  2.997948e-02 -0.6646085644
3122-bus  -1.138023e+00  2.939121e-01 -1.2566686771
